Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
D,Flight,7.0,1,291,4.0,high,2.0,1216.0,1
D,Ship,3.0,3,135,3.0,medium,2.0,5860.0,0
F,Ship,5.0,3,254,6.0,high,8.0,1932.0,0
D,Ship,6.0,3,264,4.0,medium,5.0,1397.0,0
F,Flight,4.0,4,160,4.0,high,,5520.0,1
F,Flight,5.0,4,254,3.0,high,4.0,5611.0,1
F,Ship,,1,203,10.0,medium,,5917.0,1
D,Ship,4.0,1,272,3.0,medium,49.0,2803.0,1
B,Ship,3.0,2,188,3.0,medium,3.0,3837.0,1
B,Ship,5.0,3,255,5.0,medium,10.0,1886.0,0
F,Road,2.0,1,123,4.0,high,53.0,1036.0,1
D,Ship,4.0,2,182,3.0,high,58.0,3943.0,1
F,Ship,4.0,1,139,3.0,high,56.0,1811.0,1
D,Ship,5.0,4,280,4.0,high,,5156.0,0
C,Ship,3.0,3,241,2.0,low,2.0,4836.0,1
C,Ship,,2,227,5.0,high,3.0,1242.0,1
B,Ship,7.0,4,282,4.0,high,6.0,1800.0,0
F,Ship,,3,181,,medium,,3719.0,1
C,Ship,3.0,3,221,3.0,high,,4388.0,0
B,Ship,3.0,3,149,,high,,4654.0,0
C,Ship,3.0,4,209,2.0,low,,4540.0,0
F,Ship,3.0,1,156,3.0,medium,49.0,1253.0,1
C,Ship,3.0,4,274,3.0,high,7.0,5036.0,1
A,Ship,3.0,4,241,,high,,3671.0,1
A,Road,3.0,4,211,2.0,high,,6000.0,0
A,Ship,,5,249,2.0,high,,2029.0,1
B,Flight,5.0,3,267,4.0,medium,1.0,,1
A,Flight,5.0,5,233,6.0,?,4.0,1924.0,1
F,Ship,4.0,4,140,2.0,high,,1831.0,1
D,Ship,,1,132,4.0,medium,,1343.0,1
B,Road,4.0,2,186,3.0,high,,4524.0,0
F,Flight,3.0,2,243,2.0,high,,3850.0,1
A,Ship,4.0,2,222,2.0,medium,16.0,2518.0,1
F,Road,,1,160,,medium,29.0,1952.0,1
F,Ship,5.0,3,258,5.0,high,,1665.0,1
B,Flight,6.0,2,169,2.0,medium,,5580.0,0
D,?,2.0,5,209,5.0,medium,9.0,5565.0,0
A,Road,3.0,3,274,3.0,?,,5981.0,1
B,Ship,3.0,3,209,3.0,medium,5.0,5831.0,0
D,Road,5.0,2,255,6.0,high,6.0,1610.0,0
C,Ship,4.0,3,273,10.0,medium,8.0,4896.0,0
A,Ship,4.0,5,215,2.0,?,,2258.0,1
B,Road,,3,194,4.0,high,2.0,5396.0,0
D,Ship,4.0,1,231,2.0,high,,5917.0,1
C,Ship,3.0,2,186,2.0,high,,5522.0,0
B,Flight,5.0,5,169,,high,2.0,4188.0,0
B,?,3.0,2,224,2.0,medium,,4405.0,0
F,Flight,,4,197,3.0,high,,,1
C,Ship,,5,160,,medium,,5062.0,0
D,Ship,5.0,4,217,5.0,high,5.0,1360.0,1
F,Road,,5,199,3.0,low,,5547.0,1
A,Ship,4.0,5,138,3.0,medium,23.0,,1
C,Flight,4.0,3,176,5.0,high,2.0,5751.0,1
C,Ship,3.0,1,218,3.0,high,,2304.0,1
D,Ship,5.0,3,127,3.0,high,43.0,1446.0,1
B,Road,5.0,1,248,2.0,high,,5881.0,1
B,Flight,3.0,3,176,4.0,medium,,1177.0,1
C,Ship,,2,160,3.0,low,,4599.0,0
B,Flight,3.0,2,257,2.0,high,9.0,5085.0,1
D,Ship,5.0,4,243,6.0,medium,,4170.0,1
C,Ship,5.0,2,252,,high,,4013.0,1
F,Ship,3.0,1,167,2.0,low,,1967.0,1
C,Ship,3.0,3,255,3.0,high,,4628.0,1
D,Ship,5.0,2,226,6.0,high,5.0,1981.0,1
A,Ship,3.0,4,225,4.0,high,,5209.0,0
F,Road,5.0,3,219,3.0,high,,2027.0,1
D,Ship,3.0,4,236,4.0,medium,43.0,2584.0,1
A,Ship,3.0,1,210,,high,,2444.0,1
B,Road,3.0,3,160,2.0,medium,,4665.0,0
B,Ship,,2,156,3.0,medium,5.0,4946.0,1
F,Ship,4.0,2,198,2.0,low,,5662.0,0
A,Ship,3.0,1,146,2.0,medium,,5375.0,0
C,Ship,2.0,5,164,4.0,medium,,1439.0,1
C,Road,3.0,4,248,4.0,medium,8.0,4540.0,0
B,Road,2.0,2,163,3.0,medium,35.0,1547.0,1
F,Ship,4.0,5,152,,high,,1709.0,1
A,Flight,3.0,1,166,5.0,high,,4759.0,1
F,Road,4.0,2,209,2.0,medium,9.0,5131.0,0
C,Ship,4.0,3,194,2.0,medium,,5780.0,1
A,Ship,2.0,5,212,2.0,low,3.0,4389.0,0
A,Ship,2.0,2,161,2.0,medium,1.0,1642.0,1
D,Ship,4.0,5,275,,high,,5008.0,0
C,Ship,5.0,2,246,3.0,high,9.0,5795.0,0
F,Ship,,5,263,,medium,13.0,2779.0,1
F,Road,6.0,4,253,2.0,high,,,0
F,Flight,4.0,2,246,3.0,high,7.0,5616.0,0
A,Road,4.0,1,204,6.0,high,,4943.0,0
B,Flight,,5,216,2.0,low,,3202.0,1
A,Road,3.0,2,178,4.0,medium,,1079.0,1
B,Flight,4.0,5,155,2.0,medium,,1367.0,1
C,Ship,,1,180,3.0,high,2.0,,1
F,Ship,3.0,1,140,3.0,high,6.0,4488.0,1
F,Flight,5.0,1,211,2.0,medium,1.0,5913.0,1
F,Ship,3.0,1,220,2.0,high,,5653.0,0
F,Ship,,3,150,2.0,medium,9.0,4100.0,0
F,Road,6.0,1,306,4.0,high,,1210.0,0
F,Ship,3.0,1,139,2.0,high,47.0,1241.0,1
F,Ship,6.0,4,247,4.0,medium,3.0,1946.0,0
F,Ship,,1,256,7.0,high,50.0,3837.0,1
F,Ship,,3,185,3.0,high,,,1
F,Ship,,2,179,4.0,high,,1063.0,1
A,?,,4,242,3.0,low,,4805.0,0
F,Road,4.0,4,214,3.0,medium,,4717.0,0
B,Ship,,1,131,4.0,high,1.0,1628.0,0
B,Ship,4.0,5,218,6.0,high,,4364.0,1
F,?,,5,180,,low,,1200.0,1
F,Ship,4.0,3,251,5.0,medium,,1482.0,0
B,Road,5.0,1,168,,high,10.0,4240.0,0
D,Ship,3.0,4,211,3.0,high,56.0,3654.0,1
D,Road,4.0,1,227,3.0,high,,3100.0,1
D,Flight,4.0,3,244,4.0,high,10.0,,1
C,Ship,5.0,1,219,5.0,high,8.0,1419.0,1
B,Ship,7.0,3,306,4.0,high,,1630.0,0
C,Ship,6.0,3,176,5.0,high,,1767.0,1
D,Ship,3.0,2,234,4.0,low,,4568.0,1
F,Ship,5.0,3,222,3.0,medium,,4597.0,0
D,Ship,4.0,5,208,2.0,high,,4039.0,0
C,Ship,5.0,2,226,,medium,,,0
B,Road,,2,253,2.0,medium,9.0,5530.0,0
A,Ship,3.0,2,223,2.0,high,64.0,3595.0,1
F,Ship,4.0,3,140,2.0,medium,2.0,5042.0,0
B,Ship,3.0,1,236,3.0,medium,,3290.0,1
F,Ship,5.0,3,260,6.0,medium,10.0,4986.0,0
C,Ship,3.0,4,196,3.0,high,52.0,2129.0,1
F,Ship,5.0,4,191,4.0,medium,,2039.0,1
D,Flight,2.0,5,263,4.0,medium,4.0,4042.0,1
C,Flight,3.0,1,250,3.0,high,1.0,4347.0,0
B,Flight,3.0,3,176,8.0,medium,,4376.0,1
F,Ship,6.0,1,257,4.0,medium,3.0,5656.0,1
F,Ship,3.0,1,173,2.0,medium,,5927.0,1
F,Flight,,2,180,4.0,medium,,4329.0,0
B,Ship,3.0,2,226,3.0,medium,,,1
F,Ship,,1,191,3.0,low,6.0,5335.0,1
F,Ship,4.0,3,233,5.0,high,4.0,1668.0,0
F,Road,3.0,1,252,2.0,high,,5050.0,0
D,Ship,6.0,2,280,4.0,high,10.0,1866.0,1
B,Flight,,2,275,,medium,6.0,1513.0,0
B,?,,1,207,2.0,medium,4.0,4099.0,0
F,Ship,4.0,2,185,3.0,high,1.0,4786.0,0
A,Flight,4.0,2,196,3.0,medium,,4474.0,0
C,Ship,,3,223,3.0,medium,7.0,5935.0,0
D,Ship,4.0,2,260,3.0,medium,3.0,4661.0,1
B,Ship,3.0,1,224,3.0,high,,4862.0,1
F,Ship,,5,246,,high,2.0,1024.0,1
A,Ship,4.0,2,144,5.0,high,3.0,5807.0,1
D,Ship,4.0,2,139,3.0,medium,,4648.0,0
D,Ship,4.0,1,135,10.0,medium,,1989.0,1
F,Ship,3.0,5,194,3.0,high,,5726.0,1
A,Ship,,1,182,3.0,high,,3580.0,1
A,Ship,5.0,5,264,3.0,medium,27.0,2019.0,1
A,Ship,6.0,3,100,4.0,high,3.0,5756.0,0
C,Road,3.0,1,182,3.0,high,2.0,5760.0,0
D,Ship,6.0,5,261,4.0,high,,1217.0,1
C,Ship,5.0,2,134,4.0,high,5.0,5090.0,0
A,Ship,4.0,2,269,10.0,low,2.0,5616.0,1
A,Ship,,1,242,,medium,,4943.0,0
F,Ship,6.0,5,224,,medium,,4616.0,0
C,?,,4,234,5.0,high,,1871.0,0
F,Ship,4.0,4,207,3.0,medium,1.0,4019.0,0
B,Flight,4.0,1,154,4.0,medium,,5480.0,0
B,Ship,5.0,5,244,3.0,medium,,4078.0,1
A,Ship,5.0,3,257,5.0,medium,,1812.0,0
F,Ship,5.0,3,256,5.0,medium,5.0,1080.0,1
F,Road,3.0,2,150,2.0,high,3.0,4174.0,0
C,Road,4.0,2,161,3.0,medium,,1928.0,1
A,Ship,3.0,2,199,2.0,medium,,4659.0,0
F,Road,,4,240,3.0,high,,4986.0,1
F,Flight,6.0,2,205,5.0,low,,4756.0,0
A,Ship,4.0,5,251,2.0,medium,8.0,5232.0,0
D,Flight,4.0,2,164,2.0,medium,,1976.0,1
F,Ship,6.0,3,274,4.0,high,,1452.0,0
F,Flight,5.0,3,269,5.0,high,8.0,5833.0,1
B,?,3.0,1,267,2.0,high,7.0,4486.0,1
F,Ship,6.0,3,280,4.0,high,2.0,1753.0,0
F,Flight,,2,219,,high,,3402.0,1
B,?,3.0,4,160,3.0,medium,3.0,5662.0,0
C,?,,5,244,4.0,high,9.0,1789.0,1
A,Ship,4.0,4,153,4.0,high,5.0,5162.0,0
C,?,5.0,3,206,4.0,high,,3104.0,1
C,Ship,5.0,3,138,3.0,high,,5687.0,1
A,?,3.0,4,186,3.0,medium,,4536.0,0
D,Ship,6.0,4,269,,low,47.0,4000.0,1
B,Flight,,3,228,,medium,,3631.0,1
C,Ship,3.0,3,162,3.0,medium,8.0,,1
F,Ship,4.0,2,199,2.0,medium,,3351.0,1
D,Ship,3.0,2,163,2.0,high,,5021.0,0
D,Ship,6.0,3,224,6.0,low,8.0,,0
A,Ship,3.0,4,250,3.0,high,,4830.0,1
C,Ship,4.0,2,194,,high,10.0,5171.0,1
F,Ship,,3,218,3.0,high,,3770.0,1
F,Ship,,1,264,3.0,medium,10.0,3409.0,1
B,Ship,,5,194,5.0,high,,4777.0,0
F,Ship,3.0,5,194,2.0,medium,4.0,3496.0,1
B,Ship,,5,273,5.0,medium,,1409.0,0
D,Road,4.0,4,222,3.0,medium,2.0,5140.0,0
F,?,5.0,1,248,5.0,?,3.0,1642.0,1
C,Ship,4.0,3,177,,medium,,4551.0,0
C,Ship,3.0,1,245,4.0,low,47.0,3111.0,1
F,Ship,5.0,4,139,2.0,medium,2.0,4217.0,1
F,Ship,4.0,4,267,5.0,medium,,1716.0,1
C,Ship,,1,277,5.0,medium,3.0,,1
A,Flight,4.0,1,252,4.0,high,,5459.0,1
F,Road,5.0,2,202,3.0,medium,34.0,3885.0,1
D,Ship,3.0,2,169,3.0,high,,5673.0,0
F,Ship,,1,222,2.0,medium,,3778.0,1
F,Flight,4.0,5,206,,medium,1.0,1593.0,0
F,Ship,4.0,5,273,4.0,medium,,2373.0,1
B,Flight,,3,170,4.0,high,3.0,4049.0,0
D,Road,,4,192,4.0,medium,3.0,4030.0,0
C,Ship,4.0,3,191,,medium,6.0,4563.0,0
F,Flight,3.0,2,273,3.0,medium,2.0,4948.0,0
C,Road,3.0,2,215,2.0,medium,7.0,5988.0,1
B,Flight,3.0,3,260,4.0,high,,5595.0,1
C,Road,6.0,1,295,4.0,medium,6.0,1611.0,0
F,Road,,3,261,5.0,medium,,1434.0,1
D,Ship,5.0,1,260,5.0,high,,1257.0,0
F,Road,5.0,1,223,3.0,medium,,4905.0,1
A,Road,3.0,1,201,4.0,medium,,5721.0,1
F,Flight,5.0,2,257,4.0,medium,9.0,5088.0,0
D,Ship,3.0,2,185,2.0,low,,4816.0,1
C,?,5.0,2,181,3.0,high,,,0
F,Road,4.0,5,159,3.0,high,2.0,1048.0,1
A,Ship,4.0,4,171,3.0,medium,11.0,1594.0,1
C,Ship,2.0,2,219,2.0,medium,,4518.0,0
D,Ship,4.0,4,259,3.0,high,3.0,4509.0,0
D,Road,3.0,2,269,4.0,medium,,,0
B,Road,5.0,2,250,5.0,high,9.0,1897.0,0
F,Ship,4.0,2,128,,medium,7.0,5675.0,1
C,Road,4.0,4,169,3.0,medium,5.0,5743.0,0
A,Road,,4,148,,medium,9.0,,0
F,Flight,,4,205,3.0,high,,4157.0,1
D,Ship,3.0,4,232,,high,,5629.0,1
D,Road,3.0,5,188,3.0,low,6.0,4234.0,1
D,Flight,4.0,1,249,5.0,high,,4396.0,0
D,Ship,,3,160,4.0,medium,7.0,5147.0,0
F,Ship,4.0,2,222,2.0,high,1.0,5028.0,1
A,Ship,3.0,4,195,3.0,medium,23.0,3499.0,1
C,Ship,4.0,4,133,2.0,medium,4.0,4724.0,0
B,Ship,4.0,4,172,2.0,medium,3.0,5538.0,1
F,Flight,5.0,4,235,4.0,high,5.0,4506.0,0
D,Road,,5,134,,high,,4693.0,0
A,Ship,,1,174,3.0,medium,12.0,1358.0,1
F,?,5.0,1,253,2.0,medium,,5159.0,1
B,Ship,3.0,4,250,3.0,high,10.0,5688.0,0
F,Ship,,5,219,3.0,medium,,3684.0,1
F,Ship,,3,217,3.0,low,,3067.0,1
F,Flight,2.0,1,226,,medium,,5576.0,0
D,Road,2.0,4,101,6.0,high,6.0,5080.0,1
D,Road,6.0,1,282,4.0,medium,,1716.0,0
A,Ship,6.0,4,272,4.0,high,7.0,1706.0,1
D,Flight,4.0,3,247,4.0,high,19.0,3838.0,1
F,Ship,5.0,2,261,5.0,medium,9.0,1227.0,1
C,Flight,5.0,1,266,3.0,high,8.0,4786.0,1
F,Ship,5.0,5,227,3.0,medium,,3952.0,1
D,Ship,4.0,3,143,2.0,medium,,1910.0,1
F,Ship,3.0,2,159,,medium,,4876.0,0
F,Ship,,5,101,3.0,high,,4353.0,0
D,Ship,4.0,1,189,2.0,medium,,3474.0,1
D,Road,6.0,4,305,,high,,1384.0,0
C,Ship,4.0,3,250,,high,46.0,2878.0,1
C,Ship,3.0,1,150,,high,6.0,5355.0,0
B,Road,,3,250,6.0,medium,9.0,5322.0,1
C,Ship,3.0,5,194,4.0,high,,5534.0,0
D,Ship,,5,137,2.0,medium,38.0,1647.0,1
F,Ship,3.0,5,159,3.0,high,46.0,1857.0,1
C,Ship,5.0,2,263,4.0,high,3.0,1740.0,1
B,Ship,2.0,2,168,2.0,medium,,1227.0,1
F,Flight,3.0,4,155,3.0,medium,4.0,1548.0,1
B,Road,4.0,2,185,4.0,medium,,2583.0,1
D,Ship,2.0,4,172,5.0,high,4.0,4668.0,0
B,Ship,,4,169,,high,4.0,5716.0,0
D,Ship,3.0,4,203,2.0,high,,5735.0,0
B,Ship,2.0,4,144,2.0,medium,5.0,5867.0,0
B,Ship,3.0,5,144,2.0,medium,,4629.0,1
F,?,4.0,2,283,7.0,?,9.0,5252.0,1
A,Road,3.0,1,158,2.0,high,,1284.0,1
F,Ship,,1,165,,medium,,1831.0,1
C,Ship,3.0,5,246,3.0,medium,1.0,5650.0,1
D,Ship,3.0,1,247,4.0,high,,5376.0,1
A,Road,,5,191,3.0,high,19.0,2392.0,1
A,?,3.0,5,151,3.0,high,,1273.0,1
D,Ship,4.0,5,212,2.0,medium,10.0,4552.0,0
C,Ship,,5,250,,high,2.0,5206.0,0
F,Ship,3.0,4,170,,high,7.0,4957.0,1
C,Flight,4.0,2,239,5.0,high,,1429.0,0
D,Ship,5.0,3,219,5.0,high,6.0,1553.0,0
A,?,5.0,2,210,7.0,medium,4.0,4525.0,1
F,Ship,4.0,3,274,,high,,1512.0,0
B,Ship,,3,210,2.0,medium,22.0,3124.0,1
F,?,3.0,3,141,4.0,high,,1417.0,1
D,Flight,4.0,1,161,3.0,high,,4789.0,0
F,Flight,5.0,3,177,4.0,medium,,1159.0,1
F,Ship,4.0,2,177,3.0,high,,4904.0,0
D,Road,4.0,5,244,2.0,medium,,5325.0,1
D,Ship,3.0,4,246,3.0,high,,,1
D,Ship,,1,253,7.0,medium,,2955.0,1
F,Road,3.0,2,235,2.0,medium,,5116.0,0
D,Road,7.0,3,305,4.0,medium,,1198.0,0
F,Road,,3,234,,high,,,0
C,Flight,3.0,4,189,2.0,medium,,2888.0,1
A,?,,4,198,3.0,medium,7.0,4020.0,0
D,Road,7.0,1,287,4.0,high,,1660.0,0
F,Ship,3.0,2,136,4.0,high,62.0,1090.0,1
A,Ship,5.0,5,237,5.0,high,,1526.0,0
B,Ship,2.0,3,269,2.0,high,3.0,5976.0,0
D,Ship,5.0,3,282,3.0,medium,5.0,4644.0,1
C,Flight,3.0,1,269,2.0,medium,,5703.0,1
F,Flight,,3,255,,medium,,1805.0,0
F,Road,4.0,1,153,2.0,medium,,4359.0,0
F,Ship,,2,218,3.0,high,2.0,4949.0,0
B,Ship,5.0,4,250,4.0,high,2.0,4183.0,0
A,Ship,5.0,1,241,3.0,high,,5134.0,1
F,?,2.0,2,150,3.0,high,6.0,5854.0,1
F,Ship,6.0,3,255,4.0,high,,1654.0,1
A,Ship,5.0,1,216,3.0,high,40.0,2668.0,1
C,Road,3.0,3,275,4.0,medium,2.0,4086.0,1
B,Ship,4.0,5,270,,medium,9.0,5085.0,1
F,Ship,,4,159,3.0,medium,,5545.0,0
A,Ship,4.0,5,156,3.0,high,,1127.0,1
A,?,5.0,1,174,5.0,medium,6.0,4677.0,0
A,Ship,2.0,2,199,3.0,high,1.0,4697.0,1
A,Ship,3.0,2,147,4.0,high,13.0,1657.0,1
C,Ship,,5,184,3.0,high,2.0,4357.0,1
C,Road,2.0,1,113,,high,9.0,1957.0,1
C,?,4.0,1,177,2.0,low,7.0,5599.0,1
C,Flight,,1,156,3.0,medium,,5937.0,0
A,Ship,,3,148,3.0,low,7.0,5034.0,1
B,Flight,6.0,3,269,4.0,medium,,1022.0,0
A,Road,3.0,1,133,3.0,medium,6.0,5464.0,1
D,?,3.0,1,132,2.0,medium,16.0,1731.0,1
D,Ship,5.0,1,270,3.0,low,,3908.0,1
A,Flight,4.0,4,137,,medium,5.0,5095.0,0
B,Ship,3.0,2,166,2.0,medium,,1741.0,1
C,Flight,6.0,1,281,3.0,medium,,2536.0,1
F,Road,5.0,2,208,3.0,medium,,3442.0,1
F,Road,3.0,3,203,2.0,?,,3607.0,1
A,Ship,,5,111,2.0,high,5.0,4038.0,1
C,Ship,5.0,5,264,3.0,medium,,2837.0,1
D,Road,3.0,5,163,3.0,high,,4570.0,0
F,Flight,5.0,4,147,3.0,medium,,1132.0,1
F,Ship,4.0,3,245,4.0,medium,,5982.0,1
F,Road,6.0,4,160,2.0,high,,1689.0,1
B,Ship,3.0,3,238,,medium,4.0,4206.0,0
F,Flight,4.0,1,215,2.0,high,,3066.0,1
C,Flight,6.0,2,118,,high,40.0,1014.0,1
F,?,3.0,5,190,3.0,medium,4.0,5069.0,0
A,Road,2.0,2,165,3.0,medium,10.0,4080.0,1
C,Ship,4.0,3,238,,high,,1898.0,0
C,Ship,5.0,2,165,5.0,medium,,5313.0,0
B,Road,3.0,4,188,6.0,medium,,4031.0,1
B,Ship,3.0,4,160,,medium,,1085.0,1
A,Ship,,2,198,2.0,high,9.0,4250.0,1
B,Flight,5.0,2,261,3.0,low,,5303.0,1
C,Ship,,1,148,3.0,high,5.0,5790.0,0
B,Road,5.0,2,272,2.0,medium,,2226.0,1
D,Ship,5.0,2,241,2.0,medium,2.0,5448.0,0
A,Flight,4.0,3,238,2.0,medium,,5328.0,0
F,Road,4.0,3,134,4.0,high,3.0,5233.0,0
F,Road,4.0,2,149,2.0,medium,8.0,5460.0,1
D,Flight,5.0,4,184,5.0,high,,4782.0,0
A,Ship,3.0,3,232,,high,,4662.0,1
F,Ship,3.0,2,149,5.0,medium,9.0,4310.0,0
B,Ship,4.0,5,237,5.0,high,,1978.0,1
B,Road,5.0,5,271,6.0,high,6.0,1450.0,1
F,Flight,5.0,4,142,2.0,low,,5341.0,0
C,Ship,2.0,2,150,2.0,medium,9.0,4917.0,1
F,Ship,,3,138,2.0,medium,40.0,1117.0,1
F,Flight,,5,243,4.0,high,6.0,1898.0,1
F,Ship,5.0,4,151,2.0,high,10.0,5643.0,1
A,Road,,5,209,,high,,2603.0,1
B,Flight,3.0,1,178,3.0,high,,4811.0,0
B,Ship,4.0,5,101,6.0,medium,,4146.0,0
D,Ship,3.0,2,249,5.0,medium,,1887.0,0
D,Flight,4.0,1,145,3.0,high,8.0,5127.0,0
C,?,4.0,3,204,2.0,high,,4717.0,1
C,Ship,5.0,1,298,4.0,high,,1853.0,0
B,Ship,3.0,3,240,3.0,high,,4888.0,1
F,Flight,4.0,3,207,2.0,medium,4.0,5227.0,1
F,Road,3.0,5,271,,high,,4878.0,0
D,?,,2,253,5.0,high,3.0,4676.0,1
F,Ship,4.0,3,264,6.0,medium,,1962.0,1
A,Ship,5.0,4,156,4.0,high,1.0,5533.0,1
D,Ship,6.0,2,291,4.0,high,7.0,1046.0,0
D,Flight,3.0,2,209,5.0,medium,12.0,3054.0,1
C,Road,3.0,5,215,3.0,high,,4828.0,1
B,Ship,7.0,1,245,4.0,medium,4.0,1653.0,1
B,Ship,3.0,1,236,3.0,high,2.0,4298.0,0
F,Ship,3.0,4,263,3.0,high,,,1
B,Ship,,1,226,3.0,medium,8.0,5000.0,0
D,?,3.0,1,133,4.0,medium,6.0,5162.0,0
C,Ship,2.0,5,175,5.0,high,,4269.0,0
F,Flight,6.0,2,250,4.0,medium,3.0,1777.0,1
C,Road,4.0,2,108,10.0,medium,,4645.0,0
B,Ship,5.0,5,221,5.0,high,,1123.0,1
B,Ship,,3,198,3.0,medium,1.0,5846.0,1
F,Ship,4.0,4,246,3.0,high,,5473.0,1
B,Ship,2.0,4,193,2.0,high,,5706.0,0
C,Ship,4.0,1,236,3.0,high,,4114.0,0
D,?,3.0,4,154,,high,,4990.0,1
D,Ship,3.0,5,194,3.0,high,,4295.0,1
F,Ship,3.0,2,167,4.0,medium,,1973.0,1
C,Ship,3.0,1,196,2.0,high,10.0,4141.0,1
F,Road,,2,264,4.0,low,,2754.0,1
F,Road,6.0,3,270,3.0,high,56.0,3251.0,1
F,Ship,3.0,1,147,2.0,medium,,1934.0,1
D,Ship,2.0,4,140,3.0,high,,1411.0,1
D,Ship,3.0,3,230,,medium,2.0,4742.0,1
A,Flight,7.0,5,260,4.0,high,,1930.0,1
F,Ship,,2,151,4.0,medium,,5469.0,0
F,Flight,,2,248,2.0,high,,3707.0,1
F,Ship,5.0,3,186,4.0,high,,3981.0,1
F,Road,,3,176,2.0,high,,1730.0,1
A,Ship,3.0,2,171,3.0,medium,11.0,1282.0,1
B,Ship,4.0,4,138,7.0,medium,,1530.0,1
A,Ship,6.0,1,275,4.0,high,7.0,1767.0,0
D,Ship,4.0,3,203,2.0,medium,,4185.0,0
D,Flight,2.0,2,128,,high,17.0,1824.0,1
F,Flight,4.0,2,185,3.0,high,,4322.0,1
F,Ship,4.0,4,265,3.0,high,10.0,4741.0,0
C,Ship,,4,117,3.0,medium,4.0,5332.0,0
D,Ship,3.0,5,196,3.0,medium,9.0,4741.0,1
B,Ship,6.0,4,227,5.0,medium,,4388.0,0
D,Ship,3.0,3,208,2.0,medium,5.0,5661.0,0
C,Ship,4.0,3,216,4.0,medium,3.0,4750.0,0
A,Ship,,4,213,,medium,,,1
B,Flight,3.0,3,183,2.0,high,53.0,,1
D,Ship,,3,251,5.0,high,,1616.0,1
F,Ship,,2,247,2.0,low,,4242.0,0
B,Ship,4.0,5,264,3.0,high,10.0,5972.0,0
D,Ship,4.0,5,267,3.0,high,53.0,3742.0,1
A,Ship,3.0,5,215,3.0,medium,22.0,2585.0,1
A,Ship,,2,180,2.0,low,1.0,4407.0,0
F,Ship,2.0,2,177,4.0,high,,5878.0,1
C,Ship,4.0,4,135,10.0,medium,57.0,,1
A,Flight,,4,237,,medium,4.0,4747.0,1
C,Flight,3.0,1,138,3.0,medium,,5534.0,0
C,Road,,2,285,2.0,medium,16.0,2223.0,1
F,Road,5.0,2,164,2.0,medium,8.0,5717.0,0
A,Ship,4.0,2,267,5.0,high,,1933.0,1
A,Ship,4.0,1,265,3.0,high,4.0,4249.0,0
C,Ship,6.0,5,229,,medium,,4271.0,1
F,Road,4.0,2,248,2.0,high,,5783.0,0
F,Flight,3.0,1,187,2.0,high,,4292.0,1
D,Ship,3.0,2,189,3.0,medium,,4718.0,0
F,Ship,4.0,5,196,4.0,high,10.0,1694.0,1
D,Ship,4.0,1,245,3.0,high,5.0,4523.0,0
C,Road,3.0,1,254,4.0,medium,,,0
F,Flight,4.0,3,148,,medium,6.0,4802.0,0
F,Flight,4.0,5,173,2.0,medium,5.0,4776.0,1
F,Road,4.0,5,143,2.0,medium,,1360.0,1
F,Ship,6.0,5,294,,medium,2.0,1273.0,1
F,Ship,,3,154,2.0,medium,8.0,4006.0,0
F,?,5.0,5,221,5.0,high,7.0,1958.0,1
D,Road,,4,174,2.0,high,4.0,4295.0,1
B,Road,5.0,3,239,5.0,medium,,2988.0,1
A,Ship,4.0,4,146,4.0,high,,1899.0,1
A,Flight,6.0,2,293,,high,2.0,1494.0,0
D,Road,5.0,5,184,2.0,medium,9.0,4649.0,1
D,Ship,4.0,5,252,3.0,high,,2332.0,1
F,Ship,5.0,1,269,3.0,medium,2.0,2136.0,1
A,Flight,3.0,2,173,3.0,low,60.0,1582.0,1
C,Ship,4.0,5,192,3.0,medium,,3873.0,1
F,Road,,5,246,2.0,medium,31.0,2415.0,1
C,Road,3.0,3,219,3.0,high,4.0,,0
F,Road,4.0,5,167,2.0,high,,4289.0,1
D,Flight,3.0,5,238,2.0,high,8.0,5769.0,0
F,Road,,2,244,6.0,high,,1199.0,0
C,Road,6.0,1,308,4.0,high,,1260.0,1
F,?,5.0,4,229,2.0,medium,10.0,5001.0,0
D,Ship,6.0,1,280,,medium,6.0,1735.0,1
A,Road,,4,256,3.0,high,,3658.0,1
C,Ship,5.0,5,271,4.0,high,,,0
F,Flight,3.0,4,245,2.0,medium,,4427.0,0
A,Ship,4.0,4,266,,medium,,5901.0,0
D,Ship,3.0,3,219,6.0,high,,1116.0,0
C,Ship,6.0,1,295,4.0,high,,1600.0,0
F,Ship,6.0,3,251,,high,10.0,,1
C,Road,3.0,1,221,3.0,low,,5005.0,1
A,Ship,,4,209,4.0,high,10.0,5461.0,0
C,Flight,4.0,1,249,5.0,high,,1762.0,1
B,Ship,,3,218,2.0,high,7.0,,0
F,Ship,4.0,4,166,6.0,high,6.0,,1
B,Ship,5.0,4,237,,medium,,4541.0,0
A,Ship,5.0,2,226,5.0,medium,5.0,1659.0,0
F,Ship,6.0,5,286,,medium,4.0,4889.0,0
F,Ship,3.0,3,149,4.0,medium,,5944.0,1
A,Ship,3.0,1,133,3.0,medium,,4004.0,1
C,Road,4.0,4,161,3.0,low,,,1
F,Ship,4.0,4,163,3.0,high,5.0,4440.0,0
