Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Reached.on.Time_Y.N,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium
5,3,199,4,0,1,1,0,0,0,0,1,0,0,1,0,0
3,4,154,2,0,1,0,0,1,0,0,0,0,1,1,0,0
6,3,161,0,8,0,0,0,0,0,1,0,0,1,0,0,1
6,2,278,3,3,1,0,1,0,0,0,0,0,1,0,0,1
4,3,181,3,10,1,1,0,0,0,0,1,0,0,0,0,1
0,1,181,2,3,0,0,0,1,0,0,0,0,1,1,0,0
5,1,162,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3,4,185,2,0,0,0,0,0,0,1,0,0,1,0,0,1
0,5,239,6,1,0,1,0,0,0,0,0,1,0,1,0,0
0,4,174,2,1,1,0,0,0,0,1,0,0,1,1,0,0
6,5,245,4,8,0,0,0,0,0,1,1,0,0,1,0,0
4,5,217,4,3,0,0,0,1,0,0,1,0,0,0,0,1
0,3,197,3,0,0,0,0,1,0,0,1,0,0,0,0,1
0,1,242,5,0,0,1,0,0,0,0,0,0,1,1,0,0
5,2,238,2,5,0,0,0,0,0,1,0,0,1,1,0,0
0,2,172,2,1,0,0,1,0,0,0,0,0,1,0,1,0
3,3,155,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5,1,262,5,4,0,0,1,0,0,0,0,0,1,0,0,1
3,5,154,0,6,0,0,0,0,0,1,0,0,1,0,0,1
5,5,228,3,0,1,1,0,0,0,0,0,0,1,0,0,1
5,1,170,4,0,1,0,0,0,1,0,0,0,1,1,0,0
6,2,232,3,7,1,0,0,0,1,0,0,0,1,0,0,1
6,2,168,0,3,0,0,1,0,0,0,0,0,1,1,0,0
3,2,139,2,0,1,0,1,0,0,0,0,0,1,1,0,0
3,3,192,0,0,1,0,0,0,0,1,0,0,1,1,0,0
4,5,98,4,0,0,1,0,0,0,0,0,0,1,1,0,0
0,5,250,5,0,0,0,0,0,0,1,1,0,0,0,0,1
0,4,247,3,9,0,0,0,0,0,1,0,0,1,0,0,1
0,1,202,3,51,1,0,0,0,0,1,0,0,1,1,0,0
0,3,207,0,24,1,0,0,1,0,0,0,1,0,0,1,0
6,1,232,6,0,0,0,1,0,0,0,0,0,1,1,0,0
5,5,251,2,3,1,0,0,0,0,1,0,0,1,0,1,0
5,1,197,4,0,1,1,0,0,0,0,0,0,1,1,0,0
7,1,275,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,227,5,6,0,0,0,0,0,1,0,0,1,1,0,0
4,3,232,5,9,0,0,1,0,0,0,0,0,1,1,0,0
5,5,139,0,0,1,0,0,0,0,1,0,0,1,0,0,1
0,4,165,2,0,0,0,1,0,0,0,0,0,1,0,0,1
5,2,274,3,6,1,0,0,0,0,1,0,0,1,0,0,1
5,1,148,4,2,1,0,0,0,0,1,0,0,1,0,1,0
3,4,143,4,5,1,0,1,0,0,0,1,0,0,0,0,1
3,2,210,3,0,1,0,0,0,0,1,1,0,0,1,0,0
6,1,251,4,2,0,0,0,1,0,0,0,0,1,1,0,0
0,3,162,0,0,1,0,0,0,1,0,0,0,1,1,0,0
5,1,154,2,0,1,0,0,0,1,0,0,0,1,1,0,0
5,5,131,5,0,1,0,0,1,0,0,1,0,0,1,0,0
4,4,240,2,4,0,0,0,0,0,1,0,0,1,0,0,1
0,4,164,0,0,1,0,0,0,0,1,0,0,1,1,0,0
5,5,198,0,3,0,0,0,0,0,1,0,0,1,0,1,0
5,5,135,4,8,0,1,0,0,0,0,0,0,1,1,0,0
3,2,189,3,2,1,0,1,0,0,0,1,0,0,0,0,1
2,3,264,2,63,1,0,0,0,0,1,0,0,1,1,0,0
5,2,275,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,2,289,5,10,1,0,1,0,0,0,0,0,1,0,0,1
3,3,231,2,8,0,0,0,0,1,0,0,0,1,0,1,0
0,3,133,3,0,0,1,0,0,0,0,0,0,1,1,0,0
4,2,248,6,0,1,0,1,0,0,0,0,0,1,1,0,0
0,2,271,3,4,1,0,0,0,0,1,0,0,1,0,0,1
4,1,220,5,9,0,1,0,0,0,0,0,1,0,1,0,0
5,3,136,3,0,1,0,0,0,1,0,0,1,0,0,0,1
4,4,183,4,6,1,0,1,0,0,0,0,0,1,1,0,0
5,2,176,3,0,0,1,0,0,0,0,0,0,1,1,0,0
4,5,134,3,8,0,1,0,0,0,0,0,0,1,1,0,0
5,2,254,2,0,1,0,0,0,0,1,0,0,1,0,0,1
5,3,203,0,0,1,1,0,0,0,0,0,1,0,0,0,1
4,5,152,3,5,0,0,1,0,0,0,0,0,1,0,0,1
4,2,187,4,0,1,1,0,0,0,0,0,0,1,0,0,1
0,1,104,4,23,1,0,0,1,0,0,0,0,1,0,0,1
0,5,203,2,10,1,0,0,0,0,1,1,0,0,1,0,0
5,3,265,3,30,1,0,1,0,0,0,0,0,1,0,0,1
6,4,299,4,0,0,0,0,0,0,1,0,0,1,1,0,0
0,2,177,3,0,0,1,0,0,0,0,0,0,1,0,0,1
6,2,265,0,0,1,1,0,0,0,0,0,0,1,1,0,0
4,3,158,3,0,0,0,0,0,0,1,0,1,0,0,1,0
5,1,153,2,0,1,0,0,0,0,1,0,0,1,1,0,0
5,5,174,6,0,1,0,0,0,0,1,0,0,1,0,0,1
5,5,179,5,0,1,0,0,0,0,1,0,1,0,1,0,0
0,4,156,0,0,1,0,0,0,1,0,0,0,1,1,0,0
4,5,244,3,7,0,0,0,1,0,0,0,1,0,1,0,0
3,2,264,3,0,1,0,0,0,0,1,0,0,1,0,0,1
3,3,255,2,7,1,0,0,1,0,0,1,0,0,0,1,0
0,5,282,0,10,0,0,1,0,0,0,0,1,0,1,0,0
3,1,256,3,5,0,0,0,0,0,1,0,1,0,1,0,0
4,5,259,5,0,1,0,0,1,0,0,0,0,1,0,0,1
0,5,235,0,9,1,0,1,0,0,0,0,0,1,0,0,1
3,4,134,2,0,1,0,0,1,0,0,0,0,1,0,0,1
5,4,151,3,4,0,0,0,0,0,1,1,0,0,1,0,0
4,3,173,2,0,1,0,1,0,0,0,0,0,1,1,0,0
3,4,261,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3,1,219,3,0,1,0,0,0,0,1,0,0,1,0,0,1
4,3,263,6,0,1,0,0,0,0,1,0,0,1,0,0,1
4,3,269,5,2,1,0,0,0,0,1,0,0,1,1,0,0
5,3,267,3,9,1,0,0,0,0,1,0,0,1,1,0,0
3,1,160,0,5,1,1,0,0,0,0,0,0,1,0,0,1
5,5,177,2,0,1,1,0,0,0,0,1,0,0,0,1,0
3,3,153,3,0,1,0,0,1,0,0,0,0,1,0,0,1
5,1,255,0,0,0,0,0,0,0,1,0,0,1,1,0,0
4,2,275,5,0,0,0,0,0,0,1,0,0,1,1,0,0
0,3,243,5,0,1,0,1,0,0,0,0,0,1,0,0,1
5,4,168,3,0,1,0,0,0,1,0,0,0,1,1,0,0
4,2,262,4,0,0,0,0,0,0,1,0,0,1,1,0,0
3,3,168,0,9,0,0,0,1,0,0,0,1,0,1,0,0
4,2,191,2,0,1,0,1,0,0,0,0,0,1,0,0,1
4,3,134,3,0,1,0,0,1,0,0,0,1,0,1,0,0
4,5,140,5,3,1,1,0,0,0,0,1,0,0,0,0,1
3,4,153,2,0,1,0,0,0,0,1,0,0,1,0,0,1
0,2,231,0,4,0,0,0,1,0,0,0,0,1,0,0,1
6,1,268,4,0,1,0,0,0,1,0,0,0,1,1,0,0
5,2,258,5,2,1,0,0,0,1,0,0,0,1,1,0,0
4,1,111,4,10,0,0,0,1,0,0,0,0,1,0,0,1
3,5,271,4,3,1,0,0,0,0,1,0,0,1,1,0,0
3,3,176,3,0,1,0,0,1,0,0,0,0,1,1,0,0
5,5,104,4,9,0,0,0,0,0,1,0,0,1,0,1,0
0,1,202,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0,2,233,4,9,0,0,0,0,0,1,0,1,0,0,0,1
4,2,227,4,22,1,0,0,1,0,0,0,0,1,0,0,1
0,1,201,6,0,0,0,1,0,0,0,0,0,1,0,0,1
3,1,254,2,60,1,0,0,0,0,1,0,0,1,0,1,0
3,2,206,2,0,1,1,0,0,0,0,0,0,1,1,0,0
0,3,263,3,0,1,0,0,0,1,0,1,0,0,0,0,1
0,4,160,3,10,0,0,0,0,1,0,0,0,1,0,1,0
3,3,221,2,5,1,0,1,0,0,0,1,0,0,0,0,1
4,1,241,2,0,1,0,1,0,0,0,0,0,1,1,0,0
3,2,188,5,7,0,0,0,0,0,1,0,0,1,0,0,1
4,1,170,0,3,1,1,0,0,0,0,0,1,0,0,0,1
4,1,264,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3,2,241,3,22,1,0,0,0,0,1,0,0,1,1,0,0
3,2,149,4,21,1,0,0,0,1,0,0,0,1,0,0,1
5,4,217,6,6,1,0,0,1,0,0,0,0,1,0,0,1
5,4,226,3,46,1,1,0,0,0,0,1,0,0,1,0,0
4,3,273,10,0,1,0,0,0,0,1,0,0,1,0,0,1
4,1,233,2,0,1,0,1,0,0,0,0,0,1,0,0,1
6,5,250,2,0,0,0,0,0,1,0,0,0,1,1,0,0
4,5,278,6,0,1,0,0,0,0,1,0,0,1,1,0,0
4,5,244,3,0,1,1,0,0,0,0,0,1,0,0,0,1
4,4,184,3,0,1,0,0,0,0,1,0,0,1,0,0,1
4,5,234,5,3,1,1,0,0,0,0,0,0,1,1,0,0
0,1,261,0,5,1,0,1,0,0,0,0,0,1,1,0,0
0,2,249,3,0,1,0,0,0,1,0,0,0,1,1,0,0
3,3,176,3,0,0,0,0,1,0,0,0,1,0,0,0,1
3,1,236,4,0,0,0,1,0,0,0,0,1,0,0,0,1
0,5,212,3,2,1,0,0,1,0,0,0,0,1,1,0,0
3,2,150,2,0,1,0,0,0,0,1,1,0,0,1,0,0
0,3,110,5,3,0,1,0,0,0,0,0,0,1,1,0,0
4,4,251,4,0,0,1,0,0,0,0,0,0,1,1,0,0
4,5,216,2,59,1,0,0,0,0,1,1,0,0,1,0,0
3,2,190,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0,2,261,8,1,1,1,0,0,0,0,0,1,0,0,0,1
0,4,305,0,6,0,0,0,1,0,0,0,0,1,0,0,1
3,4,245,4,0,0,0,0,0,0,1,0,0,1,1,0,0
4,4,139,2,0,1,0,0,1,0,0,1,0,0,0,1,0
2,2,287,4,0,0,0,1,0,0,0,0,0,1,0,0,1
4,4,216,6,0,0,1,0,0,0,0,0,0,1,1,0,0
6,4,293,6,0,1,0,0,0,1,0,0,0,1,1,0,0
0,4,254,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3,3,134,0,0,1,0,0,0,0,1,0,0,1,0,0,1
4,2,249,4,0,1,0,1,0,0,0,0,0,1,0,0,1
5,2,181,3,7,0,1,0,0,0,0,0,0,1,1,0,0
5,1,267,5,0,0,1,0,0,0,0,0,0,1,0,0,1
3,5,195,2,0,1,1,0,0,0,0,0,0,1,1,0,0
6,2,245,4,10,0,0,0,0,1,0,0,0,1,1,0,0
6,3,218,6,0,1,0,0,0,0,1,0,0,1,0,1,0
6,1,222,5,26,1,0,0,0,1,0,0,0,1,0,0,1
0,5,210,4,28,1,0,0,1,0,0,1,0,0,0,0,1
4,4,192,2,1,0,0,0,1,0,0,0,0,1,1,0,0
5,1,260,2,0,0,1,0,0,0,0,0,1,0,1,0,0
3,1,185,0,42,1,0,0,1,0,0,0,0,1,0,0,1
0,3,186,7,0,1,0,0,1,0,0,0,0,1,0,0,1
5,4,217,5,0,1,0,1,0,0,0,0,0,1,0,1,0
7,3,310,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4,1,195,3,0,0,1,0,0,0,0,0,0,1,0,0,1
3,4,181,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3,2,177,2,0,0,0,0,0,0,1,0,0,1,0,1,0
4,5,159,5,0,0,1,0,0,0,0,0,0,1,1,0,0
6,5,178,3,0,0,0,0,1,0,0,0,0,1,1,0,0
4,3,223,3,10,1,1,0,0,0,0,0,0,1,1,0,0
0,2,150,0,0,1,0,0,0,1,0,0,0,1,1,0,0
3,5,254,3,3,0,0,0,0,1,0,0,0,1,0,0,1
3,3,234,3,8,1,1,0,0,0,0,0,0,1,1,0,0
0,4,274,6,10,1,0,0,1,0,0,0,0,1,1,0,0
7,3,272,4,2,0,0,0,1,0,0,0,0,1,0,0,1
5,2,259,5,0,1,0,0,0,0,1,0,1,0,1,0,0
4,1,141,3,0,0,0,0,1,0,0,0,0,1,1,0,0
6,3,175,5,64,1,1,0,0,0,0,0,0,1,0,0,1
4,4,236,4,0,1,0,0,0,1,0,0,1,0,1,0,0
5,4,172,3,0,1,0,0,0,0,1,0,1,0,1,0,0
4,1,191,2,4,1,1,0,0,0,0,0,0,1,1,0,0
0,2,245,3,0,1,0,0,0,1,0,0,1,0,0,0,1
4,3,104,0,6,1,1,0,0,0,0,0,0,1,1,0,0
0,1,224,2,10,1,0,0,1,0,0,0,0,1,1,0,0
0,4,211,6,0,1,0,0,0,0,1,0,1,0,1,0,0
3,3,202,0,9,0,0,0,0,1,0,0,0,1,1,0,0
0,3,169,3,0,0,0,0,0,1,0,0,0,1,0,1,0
3,5,207,4,0,1,0,1,0,0,0,0,0,1,1,0,0
0,4,285,4,2,1,0,0,0,1,0,0,0,1,0,0,1
0,5,264,2,0,1,0,0,0,0,1,0,0,1,1,0,0
3,1,220,3,0,1,1,0,0,0,0,0,1,0,1,0,0
0,5,256,5,0,1,0,0,0,0,1,0,0,1,0,0,1
3,1,254,3,35,1,0,1,0,0,0,0,0,1,0,0,1
0,3,244,5,10,1,0,0,0,0,1,1,0,0,0,0,1
0,4,245,2,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1,287,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0,1,274,6,0,1,0,0,0,1,0,1,0,0,1,0,0
5,5,244,2,10,0,1,0,0,0,0,0,0,1,1,0,0
0,1,143,2,0,1,0,0,0,0,1,0,0,1,1,0,0
0,5,189,2,0,1,0,0,0,0,1,0,0,1,0,1,0
3,5,146,3,0,1,0,1,0,0,0,1,0,0,0,0,1
3,4,186,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5,3,224,4,0,0,0,0,0,0,1,0,0,1,1,0,0
3,3,166,4,17,1,0,1,0,0,0,0,0,1,0,0,1
4,1,238,0,3,0,0,1,0,0,0,0,1,0,0,0,1
2,1,177,4,0,1,0,0,1,0,0,0,0,1,1,0,0
0,3,248,3,0,0,0,0,0,1,0,0,0,1,0,0,1
4,5,171,4,4,0,1,0,0,0,0,0,0,1,0,0,1
6,2,260,3,0,0,0,0,0,1,0,0,1,0,1,0,0
0,1,102,0,9,1,0,1,0,0,0,1,0,0,0,0,1
3,5,193,3,47,1,0,0,1,0,0,0,0,1,1,0,0
5,1,265,3,5,1,0,0,0,0,1,0,0,1,0,1,0
0,1,233,2,0,1,0,0,0,0,1,1,0,0,1,0,0
3,2,199,3,0,1,0,1,0,0,0,0,0,1,0,0,1
3,1,227,3,52,1,0,0,0,1,0,0,0,1,0,0,1
4,1,164,4,3,1,0,0,0,0,1,0,0,1,0,0,1
3,2,221,3,7,0,0,1,0,0,0,0,0,1,0,1,0
4,4,234,2,2,1,0,0,0,1,0,0,0,1,0,1,0
5,4,257,5,1,1,0,1,0,0,0,1,0,0,1,0,0
3,5,252,3,0,0,0,1,0,0,0,0,0,1,0,1,0
5,2,244,5,10,0,0,0,0,0,1,0,0,1,1,0,0
4,5,257,3,5,0,0,1,0,0,0,1,0,0,0,0,1
3,3,149,2,0,1,0,0,0,1,0,0,0,1,0,0,1
0,3,211,2,2,0,0,1,0,0,0,0,0,1,0,0,1
5,4,203,2,0,1,1,0,0,0,0,0,0,1,0,1,0
5,4,150,2,0,1,0,0,0,1,0,1,0,0,1,0,0
4,4,149,2,19,1,1,0,0,0,0,0,0,1,0,0,1
4,4,200,4,16,1,1,0,0,0,0,0,1,0,0,0,1
4,3,243,4,0,0,0,0,0,0,1,0,1,0,1,0,0
3,2,262,2,0,0,0,0,0,1,0,1,0,0,0,0,1
6,2,272,5,0,0,0,0,0,0,1,0,0,1,1,0,0
0,2,151,3,40,1,0,0,1,0,0,0,0,1,1,0,0
4,5,266,0,4,1,0,0,0,0,1,0,0,1,0,0,1
6,4,298,4,8,1,0,1,0,0,0,0,1,0,0,0,1
4,3,286,5,37,1,0,0,0,0,1,0,0,1,1,0,0
5,2,105,0,0,1,0,0,0,0,1,0,0,1,0,1,0
3,4,221,3,1,0,0,1,0,0,0,0,1,0,0,0,1
4,5,194,3,0,1,0,0,1,0,0,0,0,1,0,0,1
6,1,173,3,0,0,0,0,0,1,0,1,0,0,0,0,1
5,3,175,3,0,1,0,0,0,0,1,0,0,1,0,0,1
3,3,200,3,3,0,0,0,0,0,1,0,0,1,1,0,0
3,1,225,4,0,1,0,1,0,0,0,0,0,1,1,0,0
3,1,101,0,1,0,0,0,0,1,0,0,1,0,0,0,1
6,4,264,4,1,1,0,0,0,0,1,0,0,1,1,0,0
0,5,180,6,0,1,0,0,0,0,1,0,0,1,0,0,1
5,2,187,2,29,1,1,0,0,0,0,0,1,0,0,0,1
3,1,210,3,4,0,0,0,1,0,0,0,0,1,0,0,1
5,1,253,5,0,1,0,0,1,0,0,1,0,0,1,0,0
4,5,142,3,2,0,0,1,0,0,0,1,0,0,0,0,1
5,5,233,0,5,0,1,0,0,0,0,0,0,1,0,1,0
4,2,184,3,3,1,0,0,0,0,1,0,0,1,1,0,0
4,4,225,2,0,1,0,0,0,0,1,0,0,1,0,0,1
3,3,232,4,0,0,0,0,0,1,0,0,0,1,0,0,1
5,5,236,3,62,1,0,0,1,0,0,0,0,1,0,0,1
0,4,224,3,34,1,0,0,0,0,1,0,0,1,1,0,0
3,2,169,2,61,1,0,1,0,0,0,1,0,0,0,0,1
3,5,214,8,50,1,1,0,0,0,0,1,0,0,0,1,0
4,2,231,5,0,1,1,0,0,0,0,0,0,1,1,0,0
4,2,264,5,6,1,0,1,0,0,0,0,0,1,0,0,1
4,2,272,3,0,0,0,1,0,0,0,1,0,0,0,1,0
3,1,199,0,0,1,1,0,0,0,0,0,0,1,0,0,1
4,5,185,0,0,1,1,0,0,0,0,0,0,1,1,0,0
2,1,147,3,0,1,0,0,0,1,0,0,0,1,1,0,0
4,4,204,3,0,0,0,1,0,0,0,0,1,0,1,0,0
6,4,306,4,0,0,0,0,0,0,1,0,1,0,1,0,0
3,1,213,10,0,0,0,0,0,1,0,1,0,0,0,0,1
3,3,191,4,17,1,0,0,0,1,0,1,0,0,0,0,1
3,4,179,3,57,1,1,0,0,0,0,0,0,1,0,1,0
5,1,109,2,0,1,0,1,0,0,0,0,1,0,0,1,0
0,5,260,5,2,0,0,0,1,0,0,1,0,0,1,0,0
6,3,282,0,8,0,0,0,1,0,0,0,0,1,0,0,1
4,5,196,5,2,0,1,0,0,0,0,1,0,0,1,0,0
5,4,226,6,0,1,0,0,1,0,0,0,0,1,1,0,0
4,5,190,3,0,0,0,0,0,0,1,0,0,1,1,0,0
7,1,254,4,0,1,0,0,1,0,0,0,0,1,1,0,0
4,4,259,3,0,1,0,1,0,0,0,0,0,1,1,0,0
7,1,291,4,2,1,0,0,0,1,0,1,0,0,1,0,0
3,3,135,3,2,0,0,0,0,1,0,0,0,1,0,0,1
5,3,254,6,8,0,0,0,0,0,1,0,0,1,1,0,0
6,3,264,4,5,0,0,0,0,1,0,0,0,1,0,0,1
4,4,160,4,0,1,0,0,0,0,1,1,0,0,1,0,0
5,4,254,3,4,1,0,0,0,0,1,1,0,0,1,0,0
0,1,203,10,0,1,0,0,0,0,1,0,0,1,0,0,1
4,1,272,3,49,1,0,0,0,1,0,0,0,1,0,0,1
3,2,188,3,3,1,0,1,0,0,0,0,0,1,0,0,1
5,3,255,5,10,0,0,1,0,0,0,0,0,1,0,0,1
2,1,123,4,53,1,0,0,0,0,1,0,1,0,1,0,0
4,2,182,3,58,1,0,0,0,1,0,0,0,1,1,0,0
4,1,139,3,56,1,0,0,0,0,1,0,0,1,1,0,0
5,4,280,4,0,0,0,0,0,1,0,0,0,1,1,0,0
3,3,241,2,2,1,0,0,1,0,0,0,0,1,0,1,0
0,2,227,5,3,1,0,0,1,0,0,0,0,1,1,0,0
7,4,282,4,6,0,0,1,0,0,0,0,0,1,1,0,0
0,3,181,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3,3,221,3,0,0,0,0,1,0,0,0,0,1,1,0,0
3,3,149,0,0,0,0,1,0,0,0,0,0,1,1,0,0
3,4,209,2,0,0,0,0,1,0,0,0,0,1,0,1,0
3,1,156,3,49,1,0,0,0,0,1,0,0,1,0,0,1
3,4,274,3,7,1,0,0,1,0,0,0,0,1,1,0,0
3,4,241,0,0,1,1,0,0,0,0,0,0,1,1,0,0
3,4,211,2,0,0,1,0,0,0,0,0,1,0,1,0,0
0,5,249,2,0,1,1,0,0,0,0,0,0,1,1,0,0
4,4,140,2,0,1,0,0,0,0,1,0,0,1,1,0,0
0,1,132,4,0,1,0,0,0,1,0,0,0,1,0,0,1
4,2,186,3,0,0,0,1,0,0,0,0,1,0,1,0,0
3,2,243,2,0,1,0,0,0,0,1,1,0,0,1,0,0
4,2,222,2,16,1,1,0,0,0,0,0,0,1,0,0,1
0,1,160,0,29,1,0,0,0,0,1,0,1,0,0,0,1
5,3,258,5,0,1,0,0,0,0,1,0,0,1,1,0,0
6,2,169,2,0,0,0,1,0,0,0,1,0,0,0,0,1
2,5,209,5,9,0,0,0,0,1,0,0,0,1,0,0,1
3,3,209,3,5,0,0,1,0,0,0,0,0,1,0,0,1
5,2,255,6,6,0,0,0,0,1,0,0,1,0,1,0,0
4,3,273,10,8,0,0,0,1,0,0,0,0,1,0,0,1
0,3,194,4,2,0,0,1,0,0,0,0,1,0,1,0,0
4,1,231,2,0,1,0,0,0,1,0,0,0,1,1,0,0
3,2,186,2,0,0,0,0,1,0,0,0,0,1,1,0,0
5,5,169,0,2,0,0,1,0,0,0,1,0,0,1,0,0
3,2,224,2,0,0,0,1,0,0,0,0,0,1,0,0,1
0,5,160,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5,4,217,5,5,1,0,0,0,1,0,0,0,1,1,0,0
0,5,199,3,0,1,0,0,0,0,1,0,1,0,0,1,0
4,3,176,5,2,1,0,0,1,0,0,1,0,0,1,0,0
3,1,218,3,0,1,0,0,1,0,0,0,0,1,1,0,0
5,3,127,3,43,1,0,0,0,1,0,0,0,1,1,0,0
5,1,248,2,0,1,0,1,0,0,0,0,1,0,1,0,0
3,3,176,4,0,1,0,1,0,0,0,1,0,0,0,0,1
0,2,160,3,0,0,0,0,1,0,0,0,0,1,0,1,0
3,2,257,2,9,1,0,1,0,0,0,1,0,0,1,0,0
5,4,243,6,0,1,0,0,0,1,0,0,0,1,0,0,1
5,2,252,0,0,1,0,0,1,0,0,0,0,1,1,0,0
3,1,167,2,0,1,0,0,0,0,1,0,0,1,0,1,0
3,3,255,3,0,1,0,0,1,0,0,0,0,1,1,0,0
5,2,226,6,5,1,0,0,0,1,0,0,0,1,1,0,0
3,4,225,4,0,0,1,0,0,0,0,0,0,1,1,0,0
5,3,219,3,0,1,0,0,0,0,1,0,1,0,1,0,0
3,4,236,4,43,1,0,0,0,1,0,0,0,1,0,0,1
3,1,210,0,0,1,1,0,0,0,0,0,0,1,1,0,0
3,3,160,2,0,0,0,1,0,0,0,0,1,0,0,0,1
0,2,156,3,5,1,0,1,0,0,0,0,0,1,0,0,1
4,2,198,2,0,0,0,0,0,0,1,0,0,1,0,1,0
3,1,146,2,0,0,1,0,0,0,0,0,0,1,0,0,1
2,5,164,4,0,1,0,0,1,0,0,0,0,1,0,0,1
3,4,248,4,8,0,0,0,1,0,0,0,1,0,0,0,1
2,2,163,3,35,1,0,1,0,0,0,0,1,0,0,0,1
4,5,152,0,0,1,0,0,0,0,1,0,0,1,1,0,0
3,1,166,5,0,1,1,0,0,0,0,1,0,0,1,0,0
4,2,209,2,9,0,0,0,0,0,1,0,1,0,0,0,1
4,3,194,2,0,1,0,0,1,0,0,0,0,1,0,0,1
2,5,212,2,3,0,1,0,0,0,0,0,0,1,0,1,0
2,2,161,2,1,1,1,0,0,0,0,0,0,1,0,0,1
4,5,275,0,0,0,0,0,0,1,0,0,0,1,1,0,0
5,2,246,3,9,0,0,0,1,0,0,0,0,1,1,0,0
0,5,263,0,13,1,0,0,0,0,1,0,0,1,0,0,1
4,2,246,3,7,0,0,0,0,0,1,1,0,0,1,0,0
4,1,204,6,0,0,1,0,0,0,0,0,1,0,1,0,0
0,5,216,2,0,1,0,1,0,0,0,1,0,0,0,1,0
3,2,178,4,0,1,1,0,0,0,0,0,1,0,0,0,1
4,5,155,2,0,1,0,1,0,0,0,1,0,0,0,0,1
3,1,140,3,6,1,0,0,0,0,1,0,0,1,1,0,0
5,1,211,2,1,1,0,0,0,0,1,1,0,0,0,0,1
3,1,220,2,0,0,0,0,0,0,1,0,0,1,1,0,0
0,3,150,2,9,0,0,0,0,0,1,0,0,1,0,0,1
6,1,306,4,0,0,0,0,0,0,1,0,1,0,1,0,0
3,1,139,2,47,1,0,0,0,0,1,0,0,1,1,0,0
6,4,247,4,3,0,0,0,0,0,1,0,0,1,0,0,1
0,1,256,7,50,1,0,0,0,0,1,0,0,1,1,0,0
0,2,179,4,0,1,0,0,0,0,1,0,0,1,1,0,0
0,4,242,3,0,0,1,0,0,0,0,0,0,1,0,1,0
4,4,214,3,0,0,0,0,0,0,1,0,1,0,0,0,1
0,1,131,4,1,0,0,1,0,0,0,0,0,1,1,0,0
4,5,218,6,0,1,0,1,0,0,0,0,0,1,1,0,0
0,5,180,0,0,1,0,0,0,0,1,0,0,1,0,1,0
4,3,251,5,0,0,0,0,0,0,1,0,0,1,0,0,1
5,1,168,0,10,0,0,1,0,0,0,0,1,0,1,0,0
3,4,211,3,56,1,0,0,0,1,0,0,0,1,1,0,0
4,1,227,3,0,1,0,0,0,1,0,0,1,0,1,0,0
5,1,219,5,8,1,0,0,1,0,0,0,0,1,1,0,0
7,3,306,4,0,0,0,1,0,0,0,0,0,1,1,0,0
6,3,176,5,0,1,0,0,1,0,0,0,0,1,1,0,0
3,2,234,4,0,1,0,0,0,1,0,0,0,1,0,1,0
5,3,222,3,0,0,0,0,0,0,1,0,0,1,0,0,1
4,5,208,2,0,0,0,0,0,1,0,0,0,1,1,0,0
0,2,253,2,9,0,0,1,0,0,0,0,1,0,0,0,1
3,2,223,2,64,1,1,0,0,0,0,0,0,1,1,0,0
4,3,140,2,2,0,0,0,0,0,1,0,0,1,0,0,1
3,1,236,3,0,1,0,1,0,0,0,0,0,1,0,0,1
5,3,260,6,10,0,0,0,0,0,1,0,0,1,0,0,1
3,4,196,3,52,1,0,0,1,0,0,0,0,1,1,0,0
5,4,191,4,0,1,0,0,0,0,1,0,0,1,0,0,1
2,5,263,4,4,1,0,0,0,1,0,1,0,0,0,0,1
3,1,250,3,1,0,0,0,1,0,0,1,0,0,1,0,0
3,3,176,8,0,1,0,1,0,0,0,1,0,0,0,0,1
6,1,257,4,3,1,0,0,0,0,1,0,0,1,0,0,1
3,1,173,2,0,1,0,0,0,0,1,0,0,1,0,0,1
0,2,180,4,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1,191,3,6,1,0,0,0,0,1,0,0,1,0,1,0
4,3,233,5,4,0,0,0,0,0,1,0,0,1,1,0,0
3,1,252,2,0,0,0,0,0,0,1,0,1,0,1,0,0
6,2,280,4,10,1,0,0,0,1,0,0,0,1,1,0,0
