Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
B,Ship,2.0,2,287,4.0,medium,,5972,0
A,Ship,4.0,4,216,6.0,low,,1255,0
D,Ship,6.0,4,293,6.0,low,,1117,1
D,Road,3.0,4,185,,medium,,?,0
F,Ship,,4,254,,medium,,1435,0
F,?,3.0,3,134,,medium,,5370,1
B,Ship,4.0,2,249,4.0,medium,,5418,1
A,Ship,5.0,2,181,3.0,low,7.0,5875,0
F,Ship,4.0,3,229,,low,3.0,?,0
A,Ship,5.0,1,267,5.0,medium,,1818,0
A,Ship,3.0,5,195,2.0,low,,3814,1
D,Ship,6.0,2,245,4.0,low,10.0,1448,0
A,Road,4.0,2,146,8.0,low,7.0,?,1
F,Ship,6.0,3,218,6.0,high,,4352,1
B,Ship,3.0,2,253,,low,8.0,?,0
D,Ship,6.0,1,222,5.0,medium,26.0,3137,1
C,Flight,,5,210,4.0,medium,28.0,3905,1
C,Ship,4.0,4,192,2.0,low,1.0,4429,0
F,Road,4.0,3,161,3.0,low,,?,1
A,Road,5.0,1,260,2.0,low,,5580,0
C,Ship,3.0,1,185,,medium,42.0,2803,1
C,Ship,,3,186,7.0,medium,,2062,1
B,Ship,5.0,4,217,5.0,high,,1007,1
C,Ship,3.0,2,139,5.0,low,,?,0
D,Ship,7.0,3,310,,medium,,1989,0
A,Ship,4.0,1,195,3.0,medium,,4682,0
F,Ship,3.0,4,181,,medium,,5163,1
F,Ship,3.0,2,177,2.0,high,,4648,0
A,?,4.0,5,159,5.0,low,,4063,0
C,Ship,6.0,5,178,3.0,low,,4096,0
A,Ship,4.0,3,223,3.0,low,10.0,5560,1
D,Ship,,2,150,,low,,4660,1
D,?,,4,137,2.0,low,,?,1
D,Ship,3.0,5,254,3.0,medium,3.0,4072,0
A,Ship,3.0,3,234,3.0,low,8.0,4839,1
C,Ship,,4,274,6.0,low,10.0,1355,1
C,Ship,7.0,3,272,4.0,medium,2.0,1754,0
F,Road,5.0,2,259,5.0,low,,1724,1
C,Ship,4.0,1,141,3.0,low,,5273,0
A,Ship,6.0,3,175,5.0,medium,64.0,1860,1
D,Road,4.0,4,236,4.0,low,,2280,1
F,Road,5.0,4,172,3.0,low,,5064,1
A,Ship,4.0,1,191,2.0,low,4.0,5851,1
D,Road,,2,245,3.0,medium,,4835,1
A,Ship,4.0,3,104,,low,6.0,4617,1
C,Ship,,1,224,2.0,low,10.0,4653,1
F,Road,,4,211,6.0,low,,3955,1
B,Ship,4.0,5,241,5.0,low,2.0,?,0
D,?,3.0,3,202,,low,9.0,4917,0
D,Ship,,3,169,3.0,high,,4647,0
F,Ship,,1,271,,low,,?,0
B,Ship,3.0,5,207,4.0,low,,3770,1
D,Ship,,4,285,4.0,medium,2.0,1017,1
F,Ship,,5,264,2.0,low,,5898,1
A,Road,3.0,1,220,3.0,low,,5572,1
F,Ship,,5,256,5.0,medium,,1693,1
B,Ship,3.0,1,254,3.0,medium,35.0,2965,1
F,Flight,,3,244,5.0,medium,10.0,1913,1
A,Ship,,4,245,2.0,medium,,5389,0
F,Ship,,1,287,,medium,1.0,1581,0
D,Flight,,1,274,6.0,low,,1141,1
A,Ship,5.0,5,244,2.0,low,10.0,5794,0
F,Ship,,1,143,2.0,low,,1387,1
F,Ship,,5,189,2.0,high,,5898,1
B,Flight,3.0,5,146,3.0,medium,,5637,1
A,Flight,3.0,4,186,,low,,4585,0
F,Ship,5.0,3,224,4.0,low,,4553,0
B,Ship,3.0,3,166,4.0,medium,17.0,1498,1
B,Road,4.0,1,238,,medium,3.0,1913,0
C,Ship,2.0,1,177,4.0,low,,1058,1
D,?,,3,248,3.0,medium,,4667,0
A,?,4.0,5,171,4.0,medium,4.0,4151,0
D,Road,6.0,2,260,3.0,low,,4071,0
B,Flight,,1,102,,medium,9.0,4459,1
C,Ship,3.0,5,193,3.0,low,47.0,3523,1
F,Ship,5.0,1,265,3.0,high,5.0,4951,1
F,Flight,,1,233,2.0,low,,2804,1
B,Ship,3.0,2,199,3.0,medium,,4164,1
B,Ship,,5,269,4.0,?,7.0,1249,1
D,Ship,3.0,1,227,3.0,medium,52.0,3336,1
F,Flight,4.0,2,197,7.0,medium,,?,1
F,Ship,4.0,1,164,4.0,medium,3.0,5318,1
B,Ship,3.0,2,221,3.0,high,7.0,5477,0
D,Ship,4.0,4,234,2.0,high,2.0,2008,1
B,Flight,5.0,4,257,5.0,low,1.0,1778,1
B,Flight,,5,234,,medium,,?,1
B,Ship,3.0,5,252,3.0,high,,4248,0
F,Ship,5.0,2,244,5.0,low,10.0,1699,0
B,Flight,4.0,5,257,3.0,medium,5.0,4180,0
D,Ship,3.0,3,149,2.0,medium,,1225,1
B,Ship,,3,211,2.0,medium,2.0,4611,0
A,Ship,5.0,4,203,2.0,high,,4190,1
D,Flight,5.0,4,150,2.0,low,,1034,1
A,Ship,4.0,4,149,2.0,medium,19.0,1665,1
A,Ship,5.0,5,205,2.0,high,,?,1
A,Road,4.0,4,200,4.0,medium,16.0,2060,1
F,Ship,,4,273,2.0,?,9.0,?,0
F,Road,4.0,3,243,4.0,low,,4811,0
D,Flight,3.0,2,262,2.0,medium,,5738,0
F,Ship,6.0,2,272,5.0,low,,1045,0
C,Ship,,2,151,3.0,low,40.0,1173,1
F,Ship,4.0,5,266,,medium,4.0,5928,1
B,Road,6.0,4,298,4.0,medium,8.0,1437,1
F,Ship,4.0,3,286,5.0,low,37.0,2938,1
F,Ship,5.0,2,105,,high,,1622,1
B,Road,3.0,4,221,3.0,medium,1.0,5391,0
C,Ship,4.0,5,194,3.0,medium,,5168,1
D,Flight,6.0,1,173,3.0,medium,,4892,0
F,Ship,5.0,3,175,3.0,medium,,5047,1
F,Ship,3.0,3,200,3.0,low,3.0,5739,0
B,Ship,3.0,1,225,4.0,low,,4080,1
D,Road,3.0,1,101,,medium,1.0,5560,0
F,Ship,6.0,4,264,4.0,low,1.0,1660,1
F,Ship,,5,180,6.0,medium,,4907,1
A,Road,5.0,2,187,2.0,medium,29.0,2863,1
C,Ship,3.0,1,210,3.0,medium,4.0,5683,0
C,Flight,5.0,1,253,5.0,low,,3836,1
B,Flight,4.0,5,142,3.0,medium,2.0,5692,0
A,?,5.0,5,233,,high,5.0,5330,0
F,Ship,4.0,2,184,3.0,low,3.0,1705,1
F,Ship,4.0,4,225,2.0,medium,,4829,1
D,Ship,3.0,3,232,4.0,medium,,5828,0
C,Ship,5.0,5,236,3.0,medium,62.0,3365,1
F,Ship,,4,224,3.0,low,34.0,2627,1
F,Ship,4.0,5,171,3.0,low,10.0,?,1
B,Flight,3.0,2,169,2.0,medium,61.0,1511,1
A,Flight,3.0,5,214,8.0,high,50.0,3628,1
A,Ship,4.0,2,231,5.0,low,,1465,1
B,Ship,,3,202,2.0,medium,39.0,?,1
B,Ship,4.0,2,264,5.0,medium,6.0,1736,1
B,Flight,4.0,2,272,3.0,high,,4559,0
A,Ship,3.0,1,199,,medium,,5557,1
A,Ship,4.0,5,185,,low,,4336,1
D,Ship,2.0,1,147,3.0,low,,4120,1
B,Road,4.0,4,204,3.0,low,,4757,0
F,Road,6.0,4,306,4.0,low,,1595,0
D,Flight,3.0,1,213,10.0,medium,,4862,0
D,Flight,3.0,3,191,4.0,medium,17.0,3675,1
A,Ship,3.0,4,179,3.0,high,57.0,1582,1
B,Road,5.0,1,109,2.0,high,,1479,1
F,Ship,4.0,1,250,6.0,medium,7.0,?,0
C,Flight,,5,260,5.0,low,2.0,1128,0
C,Ship,6.0,3,282,,medium,8.0,1375,0
A,Flight,4.0,5,196,5.0,low,2.0,5840,0
C,Ship,5.0,4,226,6.0,low,,1223,1
F,Ship,4.0,5,190,3.0,low,,4554,0
C,Ship,7.0,1,254,4.0,low,,1865,1
B,Ship,4.0,4,259,3.0,low,,4223,1
D,Flight,7.0,1,291,4.0,low,2.0,1216,1
D,Ship,3.0,3,135,3.0,medium,2.0,5860,0
F,Ship,5.0,3,254,6.0,low,8.0,1932,0
D,Ship,6.0,3,264,4.0,medium,5.0,1397,0
F,Flight,4.0,4,160,4.0,low,,5520,1
F,Flight,5.0,4,254,3.0,low,4.0,5611,1
F,Ship,,1,203,10.0,medium,,5917,1
D,Ship,4.0,1,272,3.0,medium,49.0,2803,1
B,Ship,3.0,2,188,3.0,medium,3.0,3837,1
B,Ship,5.0,3,255,5.0,medium,10.0,1886,0
F,Road,2.0,1,123,4.0,low,53.0,1036,1
D,Ship,4.0,2,182,3.0,low,58.0,3943,1
F,Ship,4.0,1,139,3.0,low,56.0,1811,1
D,Ship,5.0,4,280,4.0,low,,5156,0
C,Ship,3.0,3,241,2.0,high,2.0,4836,1
C,Ship,,2,227,5.0,low,3.0,1242,1
B,Ship,7.0,4,282,4.0,low,6.0,1800,0
F,Ship,,3,181,,medium,,3719,1
C,Ship,3.0,3,221,3.0,low,,4388,0
B,Ship,3.0,3,149,,low,,4654,0
C,Ship,3.0,4,209,2.0,high,,4540,0
F,Ship,3.0,1,156,3.0,medium,49.0,1253,1
C,Ship,3.0,4,274,3.0,low,7.0,5036,1
A,Ship,3.0,4,241,,low,,3671,1
A,Road,3.0,4,211,2.0,low,,6000,0
A,Ship,,5,249,2.0,low,,2029,1
B,Flight,5.0,3,267,4.0,medium,1.0,?,1
A,Flight,5.0,5,233,6.0,?,4.0,1924,1
F,Ship,4.0,4,140,2.0,low,,1831,1
D,Ship,,1,132,4.0,medium,,1343,1
B,Road,4.0,2,186,3.0,low,,4524,0
F,Flight,3.0,2,243,2.0,low,,3850,1
A,Ship,4.0,2,222,2.0,medium,16.0,2518,1
F,Road,,1,160,,medium,29.0,1952,1
F,Ship,5.0,3,258,5.0,low,,1665,1
B,Flight,6.0,2,169,2.0,medium,,5580,0
D,?,2.0,5,209,5.0,medium,9.0,5565,0
A,Road,3.0,3,274,3.0,?,,5981,1
B,Ship,3.0,3,209,3.0,medium,5.0,5831,0
D,Road,5.0,2,255,6.0,low,6.0,1610,0
C,Ship,4.0,3,273,10.0,medium,8.0,4896,0
A,Ship,4.0,5,215,2.0,?,,2258,1
B,Road,,3,194,4.0,low,2.0,5396,0
D,Ship,4.0,1,231,2.0,low,,5917,1
C,Ship,3.0,2,186,2.0,low,,5522,0
B,Flight,5.0,5,169,,low,2.0,4188,0
B,?,3.0,2,224,2.0,medium,,4405,0
F,Flight,,4,197,3.0,low,,?,1
C,Ship,,5,160,,medium,,5062,0
D,Ship,5.0,4,217,5.0,low,5.0,1360,1
F,Road,,5,199,3.0,high,,5547,1
A,Ship,4.0,5,138,3.0,medium,23.0,?,1
C,Flight,4.0,3,176,5.0,low,2.0,5751,1
C,Ship,3.0,1,218,3.0,low,,2304,1
D,Ship,5.0,3,127,3.0,low,43.0,1446,1
B,Road,5.0,1,248,2.0,low,,5881,1
B,Flight,3.0,3,176,4.0,medium,,1177,1
C,Ship,,2,160,3.0,high,,4599,0
B,Flight,3.0,2,257,2.0,low,9.0,5085,1
D,Ship,5.0,4,243,6.0,medium,,4170,1
C,Ship,5.0,2,252,,low,,4013,1
F,Ship,3.0,1,167,2.0,high,,1967,1
C,Ship,3.0,3,255,3.0,low,,4628,1
D,Ship,5.0,2,226,6.0,low,5.0,1981,1
A,Ship,3.0,4,225,4.0,low,,5209,0
F,Road,5.0,3,219,3.0,low,,2027,1
D,Ship,3.0,4,236,4.0,medium,43.0,2584,1
A,Ship,3.0,1,210,,low,,2444,1
B,Road,3.0,3,160,2.0,medium,,4665,0
B,Ship,,2,156,3.0,medium,5.0,4946,1
F,Ship,4.0,2,198,2.0,high,,5662,0
A,Ship,3.0,1,146,2.0,medium,,5375,0
C,Ship,2.0,5,164,4.0,medium,,1439,1
C,Road,3.0,4,248,4.0,medium,8.0,4540,0
B,Road,2.0,2,163,3.0,medium,35.0,1547,1
F,Ship,4.0,5,152,,low,,1709,1
A,Flight,3.0,1,166,5.0,low,,4759,1
F,Road,4.0,2,209,2.0,medium,9.0,5131,0
C,Ship,4.0,3,194,2.0,medium,,5780,1
A,Ship,2.0,5,212,2.0,high,3.0,4389,0
A,Ship,2.0,2,161,2.0,medium,1.0,1642,1
D,Ship,4.0,5,275,,low,,5008,0
C,Ship,5.0,2,246,3.0,low,9.0,5795,0
F,Ship,,5,263,,medium,13.0,2779,1
F,Road,6.0,4,253,2.0,low,,?,0
F,Flight,4.0,2,246,3.0,low,7.0,5616,0
A,Road,4.0,1,204,6.0,low,,4943,0
B,Flight,,5,216,2.0,high,,3202,1
A,Road,3.0,2,178,4.0,medium,,1079,1
B,Flight,4.0,5,155,2.0,medium,,1367,1
C,Ship,,1,180,3.0,low,2.0,?,1
F,Ship,3.0,1,140,3.0,low,6.0,4488,1
F,Flight,5.0,1,211,2.0,medium,1.0,5913,1
F,Ship,3.0,1,220,2.0,low,,5653,0
F,Ship,,3,150,2.0,medium,9.0,4100,0
F,Road,6.0,1,306,4.0,low,,1210,0
F,Ship,3.0,1,139,2.0,low,47.0,1241,1
F,Ship,6.0,4,247,4.0,medium,3.0,1946,0
F,Ship,,1,256,7.0,low,50.0,3837,1
F,Ship,,3,185,3.0,low,,?,1
F,Ship,,2,179,4.0,low,,1063,1
A,?,,4,242,3.0,high,,4805,0
F,Road,4.0,4,214,3.0,medium,,4717,0
B,Ship,,1,131,4.0,low,1.0,1628,0
B,Ship,4.0,5,218,6.0,low,,4364,1
F,?,,5,180,,high,,1200,1
F,Ship,4.0,3,251,5.0,medium,,1482,0
B,Road,5.0,1,168,,low,10.0,4240,0
D,Ship,3.0,4,211,3.0,low,56.0,3654,1
D,Road,4.0,1,227,3.0,low,,3100,1
D,Flight,4.0,3,244,4.0,low,10.0,?,1
C,Ship,5.0,1,219,5.0,low,8.0,1419,1
B,Ship,7.0,3,306,4.0,low,,1630,0
C,Ship,6.0,3,176,5.0,low,,1767,1
D,Ship,3.0,2,234,4.0,high,,4568,1
F,Ship,5.0,3,222,3.0,medium,,4597,0
D,Ship,4.0,5,208,2.0,low,,4039,0
C,Ship,5.0,2,226,,medium,,?,0
B,Road,,2,253,2.0,medium,9.0,5530,0
A,Ship,3.0,2,223,2.0,low,64.0,3595,1
F,Ship,4.0,3,140,2.0,medium,2.0,5042,0
B,Ship,3.0,1,236,3.0,medium,,3290,1
F,Ship,5.0,3,260,6.0,medium,10.0,4986,0
C,Ship,3.0,4,196,3.0,low,52.0,2129,1
F,Ship,5.0,4,191,4.0,medium,,2039,1
D,Flight,2.0,5,263,4.0,medium,4.0,4042,1
C,Flight,3.0,1,250,3.0,low,1.0,4347,0
B,Flight,3.0,3,176,8.0,medium,,4376,1
F,Ship,6.0,1,257,4.0,medium,3.0,5656,1
F,Ship,3.0,1,173,2.0,medium,,5927,1
F,Flight,,2,180,4.0,medium,,4329,0
B,Ship,3.0,2,226,3.0,medium,,?,1
F,Ship,,1,191,3.0,high,6.0,5335,1
F,Ship,4.0,3,233,5.0,low,4.0,1668,0
F,Road,3.0,1,252,2.0,low,,5050,0
D,Ship,6.0,2,280,4.0,low,10.0,1866,1
B,Flight,,2,275,,medium,6.0,1513,0
B,?,,1,207,2.0,medium,4.0,4099,0
F,Ship,4.0,2,185,3.0,low,1.0,4786,0
A,Flight,4.0,2,196,3.0,medium,,4474,0
C,Ship,,3,223,3.0,medium,7.0,5935,0
D,Ship,4.0,2,260,3.0,medium,3.0,4661,1
B,Ship,3.0,1,224,3.0,low,,4862,1
F,Ship,,5,246,,low,2.0,1024,1
A,Ship,4.0,2,144,5.0,low,3.0,5807,1
D,Ship,4.0,2,139,3.0,medium,,4648,0
D,Ship,4.0,1,135,10.0,medium,,1989,1
F,Ship,3.0,5,194,3.0,low,,5726,1
A,Ship,,1,182,3.0,low,,3580,1
A,Ship,5.0,5,264,3.0,medium,27.0,2019,1
A,Ship,6.0,3,100,4.0,low,3.0,5756,0
C,Road,3.0,1,182,3.0,low,2.0,5760,0
D,Ship,6.0,5,261,4.0,low,,1217,1
C,Ship,5.0,2,134,4.0,low,5.0,5090,0
A,Ship,4.0,2,269,10.0,high,2.0,5616,1
A,Ship,,1,242,,medium,,4943,0
F,Ship,6.0,5,224,,medium,,4616,0
C,?,,4,234,5.0,low,,1871,0
F,Ship,4.0,4,207,3.0,medium,1.0,4019,0
B,Flight,4.0,1,154,4.0,medium,,5480,0
B,Ship,5.0,5,244,3.0,medium,,4078,1
A,Ship,5.0,3,257,5.0,medium,,1812,0
F,Ship,5.0,3,256,5.0,medium,5.0,1080,1
F,Road,3.0,2,150,2.0,low,3.0,4174,0
C,Road,4.0,2,161,3.0,medium,,1928,1
A,Ship,3.0,2,199,2.0,medium,,4659,0
F,Road,,4,240,3.0,low,,4986,1
F,Flight,6.0,2,205,5.0,high,,4756,0
A,Ship,4.0,5,251,2.0,medium,8.0,5232,0
D,Flight,4.0,2,164,2.0,medium,,1976,1
F,Ship,6.0,3,274,4.0,low,,1452,0
F,Flight,5.0,3,269,5.0,low,8.0,5833,1
B,?,3.0,1,267,2.0,low,7.0,4486,1
F,Ship,6.0,3,280,4.0,low,2.0,1753,0
F,Flight,,2,219,,low,,3402,1
B,?,3.0,4,160,3.0,medium,3.0,5662,0
C,?,,5,244,4.0,low,9.0,1789,1
A,Ship,4.0,4,153,4.0,low,5.0,5162,0
C,?,5.0,3,206,4.0,low,,3104,1
C,Ship,5.0,3,138,3.0,low,,5687,1
A,?,3.0,4,186,3.0,medium,,4536,0
D,Ship,6.0,4,269,,high,47.0,4000,1
B,Flight,,3,228,,medium,,3631,1
C,Ship,3.0,3,162,3.0,medium,8.0,?,1
F,Ship,4.0,2,199,2.0,medium,,3351,1
D,Ship,3.0,2,163,2.0,low,,5021,0
D,Ship,6.0,3,224,6.0,high,8.0,?,0
A,Ship,3.0,4,250,3.0,low,,4830,1
C,Ship,4.0,2,194,,low,10.0,5171,1
F,Ship,,3,218,3.0,low,,3770,1
F,Ship,,1,264,3.0,medium,10.0,3409,1
B,Ship,,5,194,5.0,low,,4777,0
F,Ship,3.0,5,194,2.0,medium,4.0,3496,1
B,Ship,,5,273,5.0,medium,,1409,0
D,Road,4.0,4,222,3.0,medium,2.0,5140,0
F,?,5.0,1,248,5.0,?,3.0,1642,1
C,Ship,4.0,3,177,,medium,,4551,0
C,Ship,3.0,1,245,4.0,high,47.0,3111,1
F,Ship,5.0,4,139,2.0,medium,2.0,4217,1
F,Ship,4.0,4,267,5.0,medium,,1716,1
C,Ship,,1,277,5.0,medium,3.0,?,1
A,Flight,4.0,1,252,4.0,low,,5459,1
F,Road,5.0,2,202,3.0,medium,34.0,3885,1
D,Ship,3.0,2,169,3.0,low,,5673,0
F,Ship,,1,222,2.0,medium,,3778,1
F,Flight,4.0,5,206,,medium,1.0,1593,0
F,Ship,4.0,5,273,4.0,medium,,2373,1
B,Flight,,3,170,4.0,low,3.0,4049,0
D,Road,,4,192,4.0,medium,3.0,4030,0
C,Ship,4.0,3,191,,medium,6.0,4563,0
F,Flight,3.0,2,273,3.0,medium,2.0,4948,0
C,Road,3.0,2,215,2.0,medium,7.0,5988,1
B,Flight,3.0,3,260,4.0,low,,5595,1
C,Road,6.0,1,295,4.0,medium,6.0,1611,0
F,Road,,3,261,5.0,medium,,1434,1
D,Ship,5.0,1,260,5.0,low,,1257,0
F,Road,5.0,1,223,3.0,medium,,4905,1
A,Road,3.0,1,201,4.0,medium,,5721,1
F,Flight,5.0,2,257,4.0,medium,9.0,5088,0
D,Ship,3.0,2,185,2.0,high,,4816,1
C,?,5.0,2,181,3.0,low,,?,0
F,Road,4.0,5,159,3.0,low,2.0,1048,1
A,Ship,4.0,4,171,3.0,medium,11.0,1594,1
C,Ship,2.0,2,219,2.0,medium,,4518,0
D,Ship,4.0,4,259,3.0,low,3.0,4509,0
D,Road,3.0,2,269,4.0,medium,,?,0
B,Road,5.0,2,250,5.0,low,9.0,1897,0
F,Ship,4.0,2,128,,medium,7.0,5675,1
C,Road,4.0,4,169,3.0,medium,5.0,5743,0
A,Road,,4,148,,medium,9.0,?,0
F,Flight,,4,205,3.0,low,,4157,1
D,Ship,3.0,4,232,,low,,5629,1
D,Road,3.0,5,188,3.0,high,6.0,4234,1
D,Flight,4.0,1,249,5.0,low,,4396,0
D,Ship,,3,160,4.0,medium,7.0,5147,0
F,Ship,4.0,2,222,2.0,low,1.0,5028,1
A,Ship,3.0,4,195,3.0,medium,23.0,3499,1
C,Ship,4.0,4,133,2.0,medium,4.0,4724,0
B,Ship,4.0,4,172,2.0,medium,3.0,5538,1
F,Flight,5.0,4,235,4.0,low,5.0,4506,0
D,Road,,5,134,,low,,4693,0
A,Ship,,1,174,3.0,medium,12.0,1358,1
F,?,5.0,1,253,2.0,medium,,5159,1
B,Ship,3.0,4,250,3.0,low,10.0,5688,0
F,Ship,,5,219,3.0,medium,,3684,1
F,Ship,,3,217,3.0,high,,3067,1
F,Flight,2.0,1,226,,medium,,5576,0
D,Road,2.0,4,101,6.0,low,6.0,5080,1
D,Road,6.0,1,282,4.0,medium,,1716,0
A,Ship,6.0,4,272,4.0,low,7.0,1706,1
D,Flight,4.0,3,247,4.0,low,19.0,3838,1
F,Ship,5.0,2,261,5.0,medium,9.0,1227,1
C,Flight,5.0,1,266,3.0,low,8.0,4786,1
F,Ship,5.0,5,227,3.0,medium,,3952,1
D,Ship,4.0,3,143,2.0,medium,,1910,1
F,Ship,3.0,2,159,,medium,,4876,0
F,Ship,,5,101,3.0,low,,4353,0
D,Ship,4.0,1,189,2.0,medium,,3474,1
D,Road,6.0,4,305,,low,,1384,0
C,Ship,4.0,3,250,,low,46.0,2878,1
C,Ship,3.0,1,150,,low,6.0,5355,0
B,Road,,3,250,6.0,medium,9.0,5322,1
C,Ship,3.0,5,194,4.0,low,,5534,0
D,Ship,,5,137,2.0,medium,38.0,1647,1
F,Ship,3.0,5,159,3.0,low,46.0,1857,1
C,Ship,5.0,2,263,4.0,low,3.0,1740,1
B,Ship,2.0,2,168,2.0,medium,,1227,1
F,Flight,3.0,4,155,3.0,medium,4.0,1548,1
B,Road,4.0,2,185,4.0,medium,,2583,1
D,Ship,2.0,4,172,5.0,low,4.0,4668,0
B,Ship,,4,169,,low,4.0,5716,0
D,Ship,3.0,4,203,2.0,low,,5735,0
B,Ship,2.0,4,144,2.0,medium,5.0,5867,0
B,Ship,3.0,5,144,2.0,medium,,4629,1
F,?,4.0,2,283,7.0,?,9.0,5252,1
A,Road,3.0,1,158,2.0,low,,1284,1
F,Ship,,1,165,,medium,,1831,1
C,Ship,3.0,5,246,3.0,medium,1.0,5650,1
D,Ship,3.0,1,247,4.0,low,,5376,1
A,Road,,5,191,3.0,low,19.0,2392,1
A,?,3.0,5,151,3.0,low,,1273,1
D,Ship,4.0,5,212,2.0,medium,10.0,4552,0
C,Ship,,5,250,,low,2.0,5206,0
F,Ship,3.0,4,170,,low,7.0,4957,1
C,Flight,4.0,2,239,5.0,low,,1429,0
D,Ship,5.0,3,219,5.0,low,6.0,1553,0
A,?,5.0,2,210,7.0,medium,4.0,4525,1
F,Ship,4.0,3,274,,low,,1512,0
B,Ship,,3,210,2.0,medium,22.0,3124,1
F,?,3.0,3,141,4.0,low,,1417,1
D,Flight,4.0,1,161,3.0,low,,4789,0
F,Flight,5.0,3,177,4.0,medium,,1159,1
F,Ship,4.0,2,177,3.0,low,,4904,0
D,Road,4.0,5,244,2.0,medium,,5325,1
D,Ship,3.0,4,246,3.0,low,,?,1
D,Ship,,1,253,7.0,medium,,2955,1
F,Road,3.0,2,235,2.0,medium,,5116,0
D,Road,7.0,3,305,4.0,medium,,1198,0
F,Road,,3,234,,low,,?,0
C,Flight,3.0,4,189,2.0,medium,,2888,1
A,?,,4,198,3.0,medium,7.0,4020,0
D,Road,7.0,1,287,4.0,low,,1660,0
F,Ship,3.0,2,136,4.0,low,62.0,1090,1
A,Ship,5.0,5,237,5.0,low,,1526,0
B,Ship,2.0,3,269,2.0,low,3.0,5976,0
D,Ship,5.0,3,282,3.0,medium,5.0,4644,1
C,Flight,3.0,1,269,2.0,medium,,5703,1
F,Flight,,3,255,,medium,,1805,0
F,Road,4.0,1,153,2.0,medium,,4359,0
F,Ship,,2,218,3.0,low,2.0,4949,0
B,Ship,5.0,4,250,4.0,low,2.0,4183,0
A,Ship,5.0,1,241,3.0,low,,5134,1
F,?,2.0,2,150,3.0,low,6.0,5854,1
F,Ship,6.0,3,255,4.0,low,,1654,1
A,Ship,5.0,1,216,3.0,low,40.0,2668,1
C,Road,3.0,3,275,4.0,medium,2.0,4086,1
B,Ship,4.0,5,270,,medium,9.0,5085,1
F,Ship,,4,159,3.0,medium,,5545,0
A,Ship,4.0,5,156,3.0,low,,1127,1
A,?,5.0,1,174,5.0,medium,6.0,4677,0
A,Ship,2.0,2,199,3.0,low,1.0,4697,1
A,Ship,3.0,2,147,4.0,low,13.0,1657,1
C,Ship,,5,184,3.0,low,2.0,4357,1
C,Road,2.0,1,113,,low,9.0,1957,1
C,?,4.0,1,177,2.0,high,7.0,5599,1
C,Flight,,1,156,3.0,medium,,5937,0
A,Ship,,3,148,3.0,high,7.0,5034,1
B,Flight,6.0,3,269,4.0,medium,,1022,0
A,Road,3.0,1,133,3.0,medium,6.0,5464,1
D,?,3.0,1,132,2.0,medium,16.0,1731,1
D,Ship,5.0,1,270,3.0,high,,3908,1
A,Flight,4.0,4,137,,medium,5.0,5095,0
B,Ship,3.0,2,166,2.0,medium,,1741,1
C,Flight,6.0,1,281,3.0,medium,,2536,1
F,Road,5.0,2,208,3.0,medium,,3442,1
F,Road,3.0,3,203,2.0,?,,3607,1
A,Ship,,5,111,2.0,low,5.0,4038,1
C,Ship,5.0,5,264,3.0,medium,,2837,1
D,Road,3.0,5,163,3.0,low,,4570,0
F,Flight,5.0,4,147,3.0,medium,,1132,1
F,Ship,4.0,3,245,4.0,medium,,5982,1
F,Road,6.0,4,160,2.0,low,,1689,1
B,Ship,3.0,3,238,,medium,4.0,4206,0
F,Flight,4.0,1,215,2.0,low,,3066,1
C,Flight,6.0,2,118,,low,40.0,1014,1
F,?,3.0,5,190,3.0,medium,4.0,5069,0
A,Road,2.0,2,165,3.0,medium,10.0,4080,1
C,Ship,4.0,3,238,,low,,1898,0
C,Ship,5.0,2,165,5.0,medium,,5313,0
B,Road,3.0,4,188,6.0,medium,,4031,1
B,Ship,3.0,4,160,,medium,,1085,1
A,Ship,,2,198,2.0,low,9.0,4250,1
B,Flight,5.0,2,261,3.0,high,,5303,1
C,Ship,,1,148,3.0,low,5.0,5790,0
B,Road,5.0,2,272,2.0,medium,,2226,1
D,Ship,5.0,2,241,2.0,medium,2.0,5448,0
A,Flight,4.0,3,238,2.0,medium,,5328,0
F,Road,4.0,3,134,4.0,low,3.0,5233,0
F,Road,4.0,2,149,2.0,medium,8.0,5460,1
D,Flight,5.0,4,184,5.0,low,,4782,0
A,Ship,3.0,3,232,,low,,4662,1
F,Ship,3.0,2,149,5.0,medium,9.0,4310,0
B,Ship,4.0,5,237,5.0,low,,1978,1
B,Road,5.0,5,271,6.0,low,6.0,1450,1
F,Flight,5.0,4,142,2.0,high,,5341,0
C,Ship,2.0,2,150,2.0,medium,9.0,4917,1
F,Ship,,3,138,2.0,medium,40.0,1117,1
F,Flight,,5,243,4.0,low,6.0,1898,1
F,Ship,5.0,4,151,2.0,low,10.0,5643,1
A,Road,,5,209,,low,,2603,1
B,Flight,3.0,1,178,3.0,low,,4811,0
B,Ship,4.0,5,101,6.0,medium,,4146,0
D,Ship,3.0,2,249,5.0,medium,,1887,0
D,Flight,4.0,1,145,3.0,low,8.0,5127,0
C,?,4.0,3,204,2.0,low,,4717,1
C,Ship,5.0,1,298,4.0,low,,1853,0
