Cost_of_the_Product,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product_importance_low
273,10.0,5574,1,0
199,10.0,4520,0,0
133,2.0,1212,1,0
141,34.0,1020,1,1
142,10.0,5428,1,0
266,3.0,5531,1,0
244,2.0,1330,1,0
112,9.0,4005,1,0
190,6.0,4671,1,0
218,10.0,2682,1,0
220,10.0,1367,1,0
222,10.0,1672,0,0
231,10.0,1144,0,0
212,11.0,2073,1,0
173,4.0,4793,1,0
204,10.0,4119,0,0
211,4.0,4978,1,0
265,3.0,5837,1,1
217,10.0,4934,1,0
228,65.0,3943,1,0
221,10.0,4360,0,0
121,10.0,5208,0,0
261,8.0,1235,1,0
229,9.0,5672,1,0
268,33.0,3872,1,0
129,10.0,1111,1,0
161,59.0,1454,1,0
242,1.0,5803,1,0
213,9.0,5550,1,0
242,10.0,5825,0,0
150,10.0,5922,1,0
240,7.0,1923,0,0
182,10.0,5735,0,0
174,10.0,1367,1,0
225,10.0,5623,0,0
169,3.0,5692,0,0
300,10.0,1607,0,0
206,10.0,2016,1,0
215,10.0,5669,0,0
138,10.0,1440,1,0
217,10.0,2138,1,0
261,10.0,2802,1,0
199,10.0,5855,0,0
187,20.0,2374,1,0
138,10.0,1366,1,0
239,10.0,1001,1,0
220,10.0,4100,1,0
122,9.0,5299,1,0
253,10.0,1248,0,0
208,41.0,1367,1,0
233,10.0,5886,0,0
206,10.0,4262,0,0
235,10.0,5775,1,1
274,24.0,3829,1,1
241,10.0,5519,1,0
147,10.0,4534,1,0
180,10.0,1193,1,0
187,10.0,5164,0,0
149,10.0,5040,1,0
253,10.0,4682,1,0
255,10.0,2771,1,0
228,7.0,4068,1,0
239,1.0,1239,0,0
251,10.0,4246,0,0
169,14.0,1497,1,0
171,10.0,1300,1,0
149,51.0,1645,1,0
179,10.0,4828,0,0
103,10.0,1403,1,0
248,10.0,1284,1,0
213,10.0,5947,0,0
179,10.0,1367,1,0
182,10.0,5638,0,0
235,4.0,1367,1,0
202,10.0,4955,0,0
277,10.0,1190,1,0
139,10.0,4275,0,0
245,5.0,1996,1,0
166,10.0,1203,1,0
166,10.0,5463,1,0
148,1.0,5216,1,0
246,10.0,3236,1,0
282,10.0,1364,1,0
150,3.0,5747,0,0
305,6.0,1787,1,0
308,7.0,1563,1,0
208,10.0,4342,0,0
279,8.0,4418,1,0
143,10.0,1785,1,0
267,10.0,1892,1,0
266,10.0,5672,1,0
264,3.0,4970,0,0
161,2.0,5378,0,0
257,5.0,4355,0,0
171,10.0,4946,0,0
162,10.0,1948,1,0
276,2.0,1120,1,0
124,60.0,1107,1,1
172,7.0,4649,0,0
234,10.0,4868,1,0
266,10.0,4889,0,0
245,7.0,4297,0,0
224,1.0,5821,0,0
262,3.0,1830,1,0
146,62.0,1162,1,0
228,10.0,1874,0,0
289,1.0,1178,0,0
244,10.0,1629,0,0
154,7.0,4732,0,1
214,10.0,5856,0,0
279,10.0,4898,1,0
190,10.0,2774,1,0
306,6.0,1461,0,0
222,1.0,1367,0,0
191,10.0,4705,0,0
133,10.0,5296,0,1
262,10.0,3599,1,0
188,10.0,2711,1,0
144,1.0,5881,0,0
155,40.0,1024,1,0
132,10.0,4462,1,0
177,6.0,5566,0,0
237,10.0,4263,1,0
140,1.0,1464,1,0
265,10.0,4565,0,0
239,10.0,4537,0,0
250,1.0,1690,1,0
305,7.0,1099,1,0
271,10.0,1934,0,0
235,10.0,5289,1,0
267,10.0,5140,0,0
252,10.0,5266,1,0
191,34.0,2708,1,1
249,9.0,4568,0,0
133,5.0,5989,1,0
257,10.0,2848,1,1
170,1.0,4912,0,0
129,48.0,1219,1,0
181,10.0,5966,1,0
269,10.0,1473,0,0
213,27.0,2938,1,0
225,10.0,4460,1,0
268,10.0,5385,1,0
266,10.0,1367,0,0
175,10.0,1367,1,0
242,62.0,3997,1,0
120,13.0,1240,1,0
267,8.0,1421,1,0
154,10.0,1096,1,0
176,10.0,1367,0,0
139,10.0,1081,1,0
200,7.0,5807,1,0
284,10.0,1153,0,0
193,8.0,4715,1,0
170,10.0,4373,1,0
240,7.0,4409,1,0
137,6.0,1367,0,0
192,10.0,4056,0,0
117,10.0,4046,0,0
154,9.0,5489,1,0
136,10.0,5911,0,0
186,1.0,5922,1,1
134,42.0,1415,1,0
274,5.0,4154,0,0
212,10.0,5935,0,0
134,10.0,1367,1,0
225,5.0,5943,0,0
180,4.0,5068,1,0
238,44.0,3860,1,0
203,10.0,4793,0,0
246,10.0,4107,0,0
250,10.0,5115,1,0
245,10.0,1289,1,0
133,10.0,1092,1,0
243,10.0,1729,1,0
243,10.0,1353,1,0
305,10.0,1072,0,0
224,6.0,5115,0,0
137,52.0,1012,1,0
139,6.0,5721,0,0
184,10.0,5602,0,0
248,10.0,1367,0,0
170,10.0,4062,0,0
190,4.0,4424,1,0
193,10.0,2173,1,0
192,10.0,1367,1,0
255,1.0,1192,0,0
207,10.0,4643,1,0
150,10.0,4140,0,0
144,46.0,1110,1,0
162,1.0,5537,0,0
276,6.0,1043,0,0
228,10.0,4947,0,0
282,10.0,1434,0,0
270,5.0,1852,1,0
226,55.0,2465,1,0
152,25.0,1848,1,0
173,52.0,1587,1,0
179,10.0,4931,1,0
189,5.0,4553,0,0
191,10.0,2277,1,0
218,9.0,4435,1,0
197,10.0,5919,0,0
228,7.0,4977,0,0
185,10.0,5545,0,0
205,15.0,3231,1,0
137,46.0,1299,1,0
272,7.0,1367,1,0
173,10.0,4402,0,0
224,10.0,4380,1,0
162,10.0,5893,1,1
180,10.0,5953,1,0
252,10.0,5540,0,0
179,3.0,5284,0,0
227,6.0,4104,1,0
279,7.0,1447,0,0
265,8.0,5980,0,0
105,10.0,1367,1,0
258,1.0,4653,0,1
200,10.0,5249,0,0
217,8.0,4949,1,0
209,8.0,4367,0,0
237,10.0,3761,1,0
216,3.0,5817,0,0
174,2.0,4972,0,0
144,6.0,4137,1,0
142,10.0,1396,1,0
134,38.0,1169,1,0
257,10.0,1367,0,0
272,48.0,3780,1,0
147,10.0,1956,1,0
305,9.0,1479,1,0
157,6.0,5611,0,0
270,10.0,4843,1,0
209,1.0,5337,0,0
153,10.0,4750,1,1
167,10.0,5409,1,0
286,10.0,1367,1,0
205,10.0,4996,0,0
158,1.0,5438,0,0
264,3.0,4056,1,0
270,10.0,1520,0,0
169,7.0,5976,0,0
201,10.0,1367,1,0
210,10.0,5912,0,0
235,10.0,2107,1,1
160,10.0,4468,0,0
289,10.0,1181,1,0
186,10.0,4947,1,0
227,10.0,4990,0,0
244,3.0,4103,0,1
226,10.0,5305,0,0
268,41.0,3716,1,0
221,10.0,1630,1,0
171,10.0,4536,0,0
295,5.0,1963,1,0
294,10.0,1112,0,0
148,56.0,1550,1,0
269,10.0,4978,0,0
241,10.0,5391,1,0
184,10.0,2972,1,0
237,57.0,3952,1,0
159,5.0,4190,0,0
236,10.0,4239,1,0
135,10.0,1898,1,0
257,10.0,4677,1,0
245,8.0,5678,1,0
169,10.0,1367,0,0
146,10.0,4576,0,0
235,8.0,1332,1,0
245,10.0,1466,0,0
222,2.0,5953,1,0
187,1.0,5541,0,0
248,3.0,5287,1,1
154,10.0,5322,1,0
195,10.0,4225,0,1
201,4.0,5916,1,0
258,10.0,2428,1,0
246,10.0,1134,0,0
263,10.0,2599,1,0
148,37.0,1523,1,0
212,10.0,5759,0,0
196,10.0,5631,1,0
197,10.0,2481,1,0
221,10.0,4312,0,0
261,9.0,5385,0,0
139,52.0,1977,1,0
258,6.0,1727,0,0
244,10.0,4486,1,0
244,1.0,1130,1,0
249,10.0,1367,1,0
157,15.0,1724,1,0
104,3.0,4548,0,0
187,10.0,2200,1,0
241,10.0,4880,1,0
183,3.0,1367,0,0
159,5.0,5420,1,0
226,6.0,1704,1,0
221,10.0,5473,0,0
135,64.0,1471,1,0
154,10.0,5735,1,0
197,7.0,5449,0,0
197,10.0,4917,0,1
197,10.0,4379,1,0
185,7.0,4138,1,0
281,7.0,5180,0,0
139,10.0,1691,1,0
186,2.0,4430,0,0
184,10.0,4742,0,0
266,10.0,4195,0,0
199,8.0,4463,0,0
213,1.0,4266,0,0
196,4.0,5610,0,0
277,4.0,1373,0,0
230,10.0,5391,0,1
203,10.0,2779,1,0
144,9.0,5912,0,0
134,22.0,1629,1,1
240,4.0,5484,1,0
157,1.0,4391,0,0
202,7.0,5328,0,0
178,10.0,1824,1,0
225,10.0,1646,1,0
255,27.0,3484,1,0
270,10.0,5675,0,0
178,48.0,1517,1,0
159,10.0,5691,0,0
223,9.0,5735,0,0
293,10.0,1764,1,0
175,6.0,5341,1,1
253,4.0,4269,0,0
145,37.0,1993,1,0
259,39.0,1367,1,0
255,55.0,1663,1,0
299,4.0,1052,1,0
239,5.0,5978,0,0
154,10.0,5235,1,0
202,7.0,1367,0,0
192,10.0,1372,1,0
157,10.0,1133,0,0
195,10.0,5863,0,0
286,18.0,3163,1,0
296,10.0,1823,1,0
168,2.0,4231,0,0
244,10.0,1245,1,0
262,10.0,3139,1,0
232,7.0,1069,1,0
245,5.0,1381,1,0
210,9.0,2944,1,0
188,8.0,5884,1,0
240,5.0,1301,0,0
204,4.0,5476,0,0
148,1.0,4387,0,0
230,10.0,2890,1,0
139,65.0,1277,1,0
158,2.0,4153,0,0
218,6.0,1519,1,0
259,10.0,2685,1,0
136,9.0,5038,0,0
260,38.0,2526,1,0
193,7.0,5224,0,0
166,9.0,4251,0,0
153,10.0,1095,1,0
223,31.0,1367,1,0
229,3.0,4352,1,0
220,4.0,5622,0,0
263,10.0,3238,1,0
261,5.0,4623,1,0
114,10.0,1746,1,0
228,10.0,5129,1,0
235,10.0,4633,1,0
268,30.0,2867,1,0
199,10.0,4847,1,0
154,10.0,1990,1,0
232,36.0,2861,1,0
187,10.0,5657,1,0
165,3.0,1367,0,0
262,10.0,5429,0,0
270,29.0,3768,1,1
241,7.0,5342,0,0
181,10.0,5094,1,0
173,5.0,5331,1,0
144,1.0,1367,0,1
194,6.0,5282,0,0
207,10.0,4314,0,0
158,4.0,1595,1,0
232,4.0,5806,1,0
259,10.0,1876,0,0
171,2.0,5921,1,0
232,10.0,1817,0,0
246,10.0,1206,1,0
159,5.0,4382,0,0
310,10.0,1294,0,0
231,10.0,5558,0,1
242,63.0,3144,1,0
243,8.0,5218,0,0
219,10.0,3387,1,0
165,10.0,1529,1,0
224,10.0,4221,0,0
146,10.0,1685,1,0
197,10.0,5395,0,0
196,10.0,5111,0,0
307,10.0,1073,0,0
133,1.0,5026,1,0
248,10.0,1005,0,0
195,10.0,5950,1,0
233,10.0,1622,0,0
253,10.0,4868,1,1
216,10.0,2053,1,1
283,10.0,1298,0,0
139,45.0,1192,1,0
244,10.0,1222,0,0
272,3.0,5566,0,0
277,10.0,1700,1,0
279,1.0,1150,1,0
201,10.0,5137,0,0
268,10.0,2822,1,1
296,10.0,1991,0,0
250,3.0,5055,1,0
174,10.0,1635,1,0
195,10.0,5577,0,0
123,10.0,1068,1,0
269,10.0,1367,1,0
134,10.0,5646,0,0
287,8.0,1850,1,0
256,9.0,1676,0,0
209,7.0,2675,1,0
159,10.0,4555,0,0
216,10.0,3137,1,0
192,4.0,5179,0,0
241,10.0,5697,1,0
246,5.0,1367,0,0
233,9.0,4814,0,0
188,1.0,5999,1,0
259,5.0,1771,1,0
230,10.0,5163,0,0
137,23.0,1246,1,0
152,9.0,4224,0,0
163,59.0,1005,1,0
192,10.0,4037,1,0
205,10.0,3569,1,0
260,4.0,5770,1,0
203,10.0,1367,1,0
160,41.0,1495,1,0
159,44.0,1806,1,0
197,1.0,5211,0,0
224,10.0,3499,1,0
167,10.0,5591,0,0
148,10.0,1779,1,1
233,10.0,1631,1,0
207,10.0,4423,0,0
188,10.0,4571,1,0
261,9.0,4529,1,0
221,10.0,5295,0,0
172,10.0,1097,0,0
170,61.0,1240,1,0
250,4.0,5272,1,1
143,10.0,1953,1,0
242,10.0,4806,0,0
254,10.0,5684,0,0
247,10.0,1011,0,0
276,10.0,1754,1,0
173,10.0,5970,0,0
160,48.0,1691,1,0
168,10.0,1367,1,0
295,10.0,1217,1,0
142,10.0,1367,1,0
182,3.0,5555,0,0
173,10.0,5521,0,0
288,1.0,1269,1,0
155,10.0,4443,0,0
243,7.0,4024,0,1
132,10.0,1185,1,0
250,10.0,4993,0,0
233,10.0,2551,1,0
230,4.0,4782,1,0
181,10.0,4089,0,0
237,10.0,5623,1,0
265,10.0,5649,0,0
277,32.0,1055,1,0
189,9.0,5838,1,0
209,10.0,5884,1,0
289,10.0,1949,1,0
140,10.0,1911,1,0
192,10.0,2497,1,0
258,10.0,1032,0,0
260,9.0,5886,1,0
264,7.0,1007,0,0
241,4.0,4132,0,0
216,10.0,4934,0,0
271,10.0,2563,1,0
274,10.0,3416,1,0
161,10.0,5038,0,0
239,9.0,5363,1,0
164,10.0,1367,1,0
206,10.0,4093,1,1
247,10.0,5833,1,0
192,25.0,2443,1,0
143,5.0,5612,1,0
265,10.0,1367,1,0
198,10.0,3706,1,0
163,10.0,5194,0,0
157,10.0,4964,0,0
168,10.0,4831,0,0
168,10.0,5334,1,1
206,4.0,4080,0,0
203,61.0,3642,1,0
197,4.0,4339,1,1
186,3.0,5818,0,0
195,1.0,4236,1,0
146,10.0,1367,1,0
217,10.0,5469,1,0
179,56.0,1113,1,0
227,10.0,3972,1,0
138,10.0,4881,1,0
235,10.0,1920,0,0
273,1.0,5008,1,0
236,10.0,4858,0,0
191,7.0,5507,1,0
207,48.0,2399,1,0
155,10.0,4882,0,0
241,39.0,3798,1,1
157,10.0,4175,0,0
174,30.0,1986,1,0
188,10.0,3992,1,0
179,10.0,5242,1,1
151,1.0,4122,0,0
238,10.0,3438,1,0
201,10.0,5729,0,0
262,1.0,1696,0,0
194,10.0,5851,0,0
233,48.0,3341,1,0
254,4.0,3297,1,0
206,10.0,2598,1,0
140,10.0,4703,0,0
152,4.0,1367,0,0
191,10.0,4586,1,0
156,39.0,1367,1,0
230,10.0,1067,0,0
163,12.0,1092,1,0
133,10.0,4571,0,0
142,7.0,4439,0,0
193,10.0,2952,1,0
105,54.0,1707,1,0
145,10.0,1212,1,0
259,9.0,4084,1,0
245,10.0,1496,1,0
271,9.0,5853,1,0
298,10.0,1551,0,0
150,7.0,5980,0,0
260,10.0,1001,0,0
200,5.0,5783,0,0
233,10.0,1495,0,0
133,10.0,5653,1,1
258,3.0,4538,1,0
257,1.0,4924,0,0
249,10.0,4392,0,0
255,10.0,1367,1,0
218,10.0,4299,1,0
109,10.0,4374,1,0
226,4.0,4804,0,0
249,10.0,1530,1,0
232,10.0,1367,1,0
224,10.0,2085,1,0
233,10.0,1367,0,0
222,10.0,5919,0,0
229,9.0,4491,1,0
237,48.0,2057,1,0
143,10.0,1654,1,0
205,10.0,5671,0,0
270,47.0,3487,1,0
102,10.0,5644,1,1
118,10.0,5964,0,0
213,53.0,3502,1,0
111,7.0,4424,0,0
107,8.0,4460,0,0
183,44.0,3809,1,0
225,10.0,2587,1,0
171,24.0,1304,1,0
174,10.0,1556,1,0
231,10.0,1367,1,0
225,10.0,1367,0,0
222,10.0,5844,0,0
166,10.0,5275,1,0
223,10.0,1711,0,0
252,10.0,2477,1,0
223,1.0,4195,0,0
210,10.0,3142,1,0
169,10.0,4032,1,1
136,1.0,4585,1,0
157,32.0,1370,1,0
196,6.0,5414,0,0
249,5.0,1367,1,0
156,2.0,1750,1,0
248,4.0,4789,1,0
264,10.0,2021,1,0
149,5.0,4031,0,0
146,10.0,5489,0,0
254,4.0,1367,1,0
219,10.0,2385,1,0
133,10.0,5002,1,0
268,5.0,1365,0,0
117,10.0,4211,0,0
228,10.0,5347,1,0
253,7.0,5813,1,0
189,10.0,2108,1,0
278,2.0,1038,1,0
262,5.0,4782,0,0
177,10.0,4890,1,0
171,10.0,5211,0,0
163,1.0,1836,0,0
247,5.0,5725,0,0
198,5.0,4754,1,0
202,10.0,5746,1,0
250,9.0,1327,0,0
221,14.0,2932,1,0
171,10.0,1367,0,0
147,18.0,1613,1,0
167,10.0,1278,1,0
275,10.0,1367,0,0
232,9.0,1145,0,0
249,1.0,1654,1,0
148,1.0,5700,0,0
222,10.0,5185,1,0
236,5.0,5266,0,0
259,10.0,4092,1,0
209,10.0,5413,0,1
165,33.0,1500,1,0
175,6.0,5150,0,1
142,1.0,4900,0,0
266,10.0,1504,1,0
170,10.0,4996,1,0
139,2.0,4041,1,1
286,4.0,5106,0,0
290,10.0,1366,0,0
138,6.0,1604,0,0
250,10.0,4505,0,0
249,10.0,5614,0,0
268,2.0,4348,0,0
268,7.0,1600,1,0
246,10.0,5461,0,0
237,1.0,4476,1,0
249,2.0,5720,1,0
241,9.0,5526,1,0
135,10.0,4938,0,0
264,10.0,3947,1,0
229,6.0,1857,0,0
235,52.0,3447,1,0
259,10.0,4921,1,0
290,1.0,1111,0,0
201,10.0,4394,0,0
222,2.0,4914,0,0
275,10.0,1562,1,0
182,10.0,1367,1,0
200,19.0,2976,1,0
175,2.0,4004,0,0
193,10.0,5873,0,0
270,10.0,1698,0,0
246,10.0,4616,1,0
261,9.0,5248,1,0
138,7.0,1597,1,0
150,1.0,5825,0,0
224,9.0,4007,1,0
177,10.0,1772,1,0
225,43.0,2585,1,1
254,10.0,1967,0,0
239,8.0,4975,0,0
167,28.0,1921,1,0
305,3.0,1367,0,0
169,2.0,5942,1,0
211,4.0,4476,1,1
182,10.0,3536,1,0
211,3.0,1368,0,0
255,10.0,4053,0,0
144,10.0,1865,1,0
245,3.0,1772,1,0
186,10.0,4506,0,0
261,4.0,5926,1,0
175,4.0,4505,0,0
229,10.0,3423,1,0
254,4.0,5014,0,0
226,10.0,4002,0,0
211,10.0,4498,1,0
218,10.0,3990,1,0
198,33.0,2129,1,0
182,40.0,1367,1,0
175,7.0,4874,1,0
304,7.0,1226,1,0
239,10.0,4122,0,0
157,12.0,1694,1,0
260,10.0,1367,1,0
249,7.0,5509,0,0
139,21.0,1033,1,0
287,2.0,5611,1,0
262,10.0,1774,0,0
202,10.0,1367,1,0
218,40.0,3200,1,0
268,5.0,3446,1,1
265,10.0,4049,0,0
184,10.0,5594,0,0
154,10.0,4867,1,0
214,20.0,2009,1,0
151,60.0,1925,1,0
240,2.0,1852,1,0
159,22.0,1247,1,0
140,10.0,4965,0,0
188,10.0,1367,0,0
205,10.0,4178,1,0
171,9.0,4376,1,0
286,2.0,1712,1,0
172,10.0,5900,1,0
258,10.0,5916,0,0
243,8.0,4959,0,0
134,10.0,1386,1,0
264,10.0,1639,0,0
194,10.0,4724,1,0
145,3.0,4077,1,0
187,9.0,5872,0,0
207,5.0,4847,1,0
256,10.0,4435,1,0
254,7.0,1674,0,0
205,9.0,4411,0,0
230,10.0,4257,0,0
266,10.0,5601,0,0
226,2.0,4831,1,1
178,10.0,1906,1,0
133,10.0,4634,0,0
148,5.0,4082,1,0
197,3.0,4865,0,0
161,10.0,1048,1,0
174,2.0,4221,0,0
193,10.0,4450,0,0
238,10.0,4753,0,0
169,10.0,1367,1,0
156,9.0,4184,1,1
140,10.0,1950,1,0
228,10.0,3382,1,0
171,10.0,1629,1,0
141,10.0,1367,1,1
182,41.0,2047,1,0
286,10.0,2338,1,0
153,10.0,5455,0,1
99,9.0,5903,0,0
244,8.0,3154,1,0
263,10.0,5997,0,0
226,10.0,5225,0,0
250,5.0,1747,0,0
102,6.0,5421,0,0
255,1.0,1353,1,0
152,2.0,4172,0,0
171,6.0,4656,1,0
223,10.0,5977,0,0
219,41.0,3932,1,0
174,1.0,5556,0,0
259,10.0,1867,1,0
238,10.0,4709,0,0
265,30.0,3896,1,0
258,10.0,1677,1,0
157,10.0,1367,0,0
211,5.0,5777,1,0
252,2.0,5226,0,0
131,10.0,4625,0,0
144,6.0,5983,0,0
258,5.0,4562,0,0
259,10.0,4408,0,0
235,10.0,4172,0,0
180,10.0,1367,1,0
142,10.0,4594,1,0
237,8.0,5588,0,0
261,6.0,1703,1,0
177,3.0,4240,1,0
190,10.0,4766,0,0
161,48.0,1883,1,1
214,10.0,3881,1,0
165,1.0,5661,0,0
241,9.0,5360,0,0
239,10.0,4084,1,0
204,10.0,5723,1,0
204,10.0,5296,1,0
256,10.0,4228,1,0
205,10.0,2018,1,0
253,6.0,5892,0,0
164,10.0,1158,1,0
249,10.0,4274,0,0
250,10.0,3373,1,0
254,10.0,4703,0,0
183,10.0,4071,1,0
179,10.0,1943,1,0
228,10.0,1996,0,0
269,10.0,1118,0,0
265,10.0,2637,1,0
240,21.0,3559,1,0
250,10.0,4636,0,0
241,10.0,2182,1,0
206,3.0,2261,1,0
265,10.0,3578,1,0
289,10.0,1918,1,0
149,5.0,1023,0,0
225,10.0,5575,0,0
230,10.0,1996,0,0
205,10.0,4563,1,1
195,19.0,2878,1,0
162,10.0,1367,1,0
182,10.0,2707,1,0
231,10.0,1913,1,0
273,7.0,5491,0,0
238,9.0,5186,0,0
125,10.0,4997,0,0
151,3.0,1367,0,0
274,10.0,4828,0,0
204,10.0,2181,1,0
240,8.0,3883,1,0
98,48.0,1635,1,0
261,10.0,1713,0,0
245,10.0,2072,1,1
271,1.0,4444,1,0
226,9.0,1530,0,0
136,4.0,5368,0,0
131,10.0,4471,0,0
153,8.0,5198,0,0
186,1.0,5054,1,0
219,9.0,5263,1,0
161,10.0,5999,1,0
225,31.0,3454,1,0
218,3.0,5039,0,0
251,5.0,5460,0,1
154,10.0,5864,0,0
260,4.0,1338,1,0
227,10.0,1317,1,0
162,10.0,1202,1,0
238,10.0,3537,1,0
256,10.0,5614,1,0
166,1.0,5533,1,0
253,7.0,5085,0,0
290,6.0,1929,0,0
220,10.0,1156,1,0
202,10.0,5645,1,0
265,10.0,2326,1,0
216,9.0,5107,1,0
158,57.0,1911,1,0
197,20.0,3080,1,0
264,8.0,4575,1,0
137,10.0,4962,1,0
132,10.0,4392,0,1
192,20.0,3872,1,1
148,10.0,4334,0,0
222,10.0,4663,0,0
167,46.0,1023,1,0
200,10.0,4225,0,0
267,10.0,1505,0,0
257,10.0,5717,1,0
164,10.0,5735,0,0
137,14.0,1796,1,0
214,9.0,4736,1,0
228,10.0,4831,1,0
219,10.0,5253,0,0
172,10.0,4929,1,1
266,40.0,2304,1,0
155,10.0,5778,1,0
194,10.0,5174,0,0
201,10.0,1367,1,0
256,7.0,4366,1,0
162,10.0,1462,1,0
190,10.0,4800,0,0
272,10.0,4962,0,0
180,65.0,1321,1,0
183,10.0,3374,1,0
260,10.0,4224,0,0
137,17.0,1673,1,0
150,10.0,4357,1,0
228,5.0,4470,0,0
229,1.0,1196,0,0
218,10.0,1603,0,0
286,10.0,5490,0,0
170,10.0,4069,0,0
195,8.0,5198,0,0
160,3.0,1645,0,0
174,10.0,1921,1,0
156,7.0,4293,0,0
230,10.0,2302,1,0
102,10.0,4111,0,0
310,10.0,1105,1,0
257,37.0,3517,1,0
135,10.0,1378,1,0
218,10.0,4414,1,0
158,10.0,5335,0,0
130,10.0,4726,0,0
188,38.0,3031,1,0
149,10.0,5467,0,0
253,10.0,4112,1,0
145,1.0,5709,0,0
202,10.0,1556,1,0
237,7.0,4208,1,1
253,10.0,2489,1,0
269,38.0,2770,1,0
258,8.0,4921,0,0
295,10.0,1159,0,0
146,41.0,1140,1,0
168,10.0,5373,1,0
149,10.0,1946,1,0
242,10.0,5375,0,0
143,12.0,1802,1,0
200,2.0,4947,0,0
170,10.0,1188,1,0
140,7.0,1367,0,0
140,55.0,1339,1,0
192,10.0,3347,1,0
198,10.0,4272,0,0
225,10.0,2767,1,0
176,10.0,5726,0,0
254,10.0,5892,1,0
269,23.0,3652,1,0
254,1.0,1021,0,0
246,10.0,5013,0,0
233,47.0,3606,1,0
236,47.0,3519,1,1
181,10.0,3893,1,0
273,6.0,1561,0,0
156,2.0,4190,1,0
139,39.0,1582,1,0
140,10.0,1820,1,0
233,10.0,4817,0,0
197,56.0,3427,1,0
181,59.0,2239,1,0
231,10.0,5755,0,1
180,10.0,4200,0,1
140,10.0,1431,1,0
234,50.0,3914,1,1
151,10.0,1020,1,0
285,6.0,1582,0,0
225,8.0,4195,0,0
147,10.0,1367,1,1
229,7.0,5364,1,0
214,2.0,1367,1,0
283,10.0,2686,1,0
158,2.0,5205,1,0
155,10.0,5483,1,0
183,10.0,5157,0,0
255,9.0,1156,1,0
252,6.0,5221,0,0
257,3.0,1262,1,0
247,9.0,1228,0,0
168,10.0,1779,1,0
153,10.0,1367,1,0
256,2.0,1396,0,0
243,10.0,1637,0,0
205,6.0,5064,0,0
173,10.0,1609,1,0
268,10.0,1367,1,0
255,10.0,5936,1,0
165,10.0,4910,0,1
188,25.0,3992,1,0
180,4.0,4408,0,1
268,10.0,5006,0,0
259,5.0,1065,1,0
267,10.0,5062,1,1
268,10.0,1442,1,0
230,10.0,4387,1,0
218,1.0,4558,1,0
177,10.0,1569,1,0
244,4.0,1121,1,0
257,10.0,4127,0,0
168,59.0,1717,1,0
214,10.0,2574,1,0
235,56.0,2175,1,0
153,10.0,5897,0,0
176,10.0,1211,1,0
237,6.0,1084,0,0
133,10.0,5439,1,0
213,10.0,5415,0,0
263,2.0,1367,1,0
117,10.0,5078,0,0
215,48.0,1367,1,0
192,10.0,4068,0,0
187,10.0,2936,1,0
286,5.0,4262,0,0
141,4.0,4534,0,0
140,16.0,1969,1,0
266,10.0,1852,0,0
142,10.0,4147,1,1
237,2.0,5331,0,0
250,10.0,4316,0,0
159,7.0,5462,1,0
188,10.0,4887,0,0
226,2.0,4566,0,0
266,10.0,5356,0,0
259,1.0,1271,0,0
143,10.0,4754,1,0
169,10.0,1107,1,0
139,10.0,1269,1,1
194,10.0,4435,1,0
214,10.0,4767,0,0
152,6.0,1711,0,0
230,8.0,4107,1,0
159,3.0,5044,0,0
300,10.0,1070,1,0
251,2.0,1329,1,0
204,10.0,5526,0,1
141,52.0,1692,1,0
202,10.0,3398,1,0
192,35.0,2258,1,0
210,10.0,3382,1,0
210,10.0,5102,0,0
211,7.0,5178,0,1
196,10.0,4752,0,0
274,54.0,2905,1,0
207,10.0,4816,1,0
261,4.0,5349,0,0
255,10.0,4044,1,1
265,10.0,4106,0,0
220,10.0,5324,0,0
197,6.0,5032,0,0
260,10.0,5890,0,0
240,62.0,2400,1,0
144,35.0,1072,1,1
157,1.0,4631,1,0
256,10.0,5013,1,0
155,1.0,4360,1,0
214,10.0,5801,0,0
255,10.0,5616,0,1
211,9.0,1367,1,0
178,10.0,4620,0,0
310,10.0,1553,0,0
132,10.0,4233,0,1
243,1.0,5840,1,0
229,3.0,1954,0,0
166,10.0,4758,0,0
239,10.0,1048,0,0
137,3.0,5497,1,0
276,10.0,1742,0,0
267,9.0,1146,1,0
296,4.0,1392,0,0
130,27.0,1891,1,0
224,10.0,4908,0,0
168,10.0,4583,1,0
218,10.0,5879,0,1
220,6.0,5269,1,1
224,10.0,4162,0,0
157,7.0,5974,1,0
184,2.0,3798,1,0
225,10.0,1573,0,0
261,1.0,3398,1,0
134,3.0,5000,1,0
260,3.0,1705,0,0
198,4.0,1913,1,0
158,7.0,4460,0,0
98,32.0,1539,1,0
233,2.0,4193,0,0
198,8.0,4680,0,0
226,10.0,2240,1,0
272,10.0,3271,1,0
134,2.0,4983,0,0
243,10.0,3327,1,0
248,6.0,1997,1,0
173,8.0,5979,0,0
155,10.0,4182,1,0
223,3.0,5121,0,0
258,10.0,3186,1,0
152,55.0,1498,1,0
141,3.0,4249,0,0
303,10.0,1003,0,0
266,10.0,5252,1,0
142,4.0,5116,1,0
295,10.0,1495,0,0
132,10.0,1665,1,0
223,5.0,4373,1,0
269,10.0,5364,1,0
259,4.0,1198,0,0
215,10.0,1367,0,0
158,10.0,1036,1,0
235,17.0,3715,1,0
205,10.0,4641,1,0
202,10.0,5818,0,0
