Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium
3.0,4,265,2.0,64,2493,0,0,1,0,0,0,0,1,1,0,0
5.0,2,265,3.0,10,4347,0,0,0,0,1,0,0,1,0,1,0
3.0,4,156,3.0,4,4628,0,1,0,0,0,0,1,0,0,1,0
4.0,2,245,2.0,10,4000,0,0,0,0,1,0,0,1,0,1,0
3.0,4,202,4.0,10,3655,0,0,1,0,0,0,0,1,1,0,0
3.0,2,162,3.0,4,4812,0,0,1,0,0,1,0,0,0,0,1
4.0,1,197,2.0,10,5685,1,0,0,0,0,0,0,1,0,1,0
2.0,2,310,3.0,1,1549,0,1,0,0,0,0,1,0,0,1,0
5.0,4,237,3.0,9,5401,0,0,0,0,1,0,0,1,1,0,0
4.0,3,97,2.0,10,1598,0,0,0,1,0,0,1,0,0,1,0
4.0,1,141,3.0,47,1250,0,0,0,0,1,0,0,1,0,0,1
5.0,4,238,8.0,3,4046,0,1,0,0,0,0,0,1,0,1,0
5.0,4,280,6.0,51,3582,0,0,0,0,1,1,0,0,0,0,1
4.0,5,212,0.0,10,1014,0,1,0,0,0,0,0,1,0,1,0
3.0,2,270,0.0,10,3706,0,0,0,0,1,0,0,1,0,0,1
6.0,1,214,2.0,10,4708,0,1,0,0,0,1,0,0,0,1,0
2.0,4,170,5.0,10,5448,0,0,0,1,0,0,1,0,0,1,0
0.0,4,161,2.0,8,4348,0,0,0,1,0,0,0,1,0,0,1
4.0,1,255,5.0,10,1793,0,0,0,0,1,0,0,1,0,1,0
0.0,1,269,6.0,10,5363,0,0,0,0,1,0,0,1,0,0,1
0.0,4,159,3.0,10,4265,0,1,0,0,0,0,1,0,0,1,0
5.0,1,287,4.0,10,1579,0,0,1,0,0,0,0,1,0,1,0
3.0,3,181,0.0,10,5620,0,1,0,0,0,0,0,1,0,0,1
5.0,3,141,3.0,10,4124,0,0,0,0,1,0,1,0,0,1,0
4.0,4,268,3.0,10,5947,0,1,0,0,0,0,1,0,0,1,0
3.0,2,141,3.0,7,4682,0,0,0,1,0,0,1,0,0,1,0
2.0,1,257,2.0,24,2130,1,0,0,0,0,0,0,1,0,1,0
3.0,1,147,8.0,6,4575,0,0,0,1,0,0,0,1,0,0,1
5.0,3,220,3.0,37,2294,0,0,0,1,0,0,1,0,0,1,0
5.0,4,202,3.0,10,4559,0,0,0,1,0,0,0,1,0,1,0
5.0,2,269,6.0,5,1097,1,0,0,0,0,0,0,1,0,0,1
5.0,1,251,6.0,5,1827,0,0,0,0,1,0,0,1,0,1,0
0.0,1,215,3.0,10,5563,0,0,1,0,0,1,0,0,0,1,0
3.0,1,145,4.0,10,1751,1,0,0,0,0,0,0,1,0,1,0
3.0,4,199,3.0,10,3951,0,0,0,1,0,0,0,1,0,0,1
0.0,2,288,4.0,4,1321,0,0,0,0,1,0,0,1,1,0,0
3.0,5,252,4.0,7,5328,0,1,0,0,0,0,0,1,0,1,0
6.0,5,100,0.0,3,1440,0,0,0,0,1,1,0,0,0,0,1
0.0,4,256,4.0,10,1752,0,0,0,0,1,0,0,1,0,1,0
6.0,4,275,4.0,10,1266,0,1,0,0,0,0,1,0,0,1,0
4.0,5,175,3.0,5,4194,0,0,0,0,1,0,0,1,0,0,1
4.0,2,170,2.0,10,1446,0,0,1,0,0,0,0,1,0,1,0
6.0,2,161,4.0,10,1683,0,0,0,1,0,0,0,1,0,1,0
3.0,3,253,3.0,1,4263,0,0,0,0,1,0,0,1,1,0,0
4.0,2,144,3.0,59,1588,0,1,0,0,0,1,0,0,0,0,1
5.0,5,240,5.0,10,1574,0,0,1,0,0,0,0,1,0,0,1
4.0,5,270,3.0,30,2720,1,0,0,0,0,0,0,1,0,1,0
3.0,5,186,2.0,8,5924,0,1,0,0,0,0,0,1,0,0,1
3.0,3,257,0.0,10,3370,0,0,0,0,1,1,0,0,0,1,0
0.0,4,181,2.0,45,3448,0,0,1,0,0,0,0,1,0,0,1
0.0,1,195,6.0,29,1039,0,0,0,0,1,1,0,0,0,1,0
5.0,4,222,3.0,1,4834,0,0,1,0,0,0,0,1,0,1,0
4.0,2,253,5.0,10,1812,0,0,0,0,1,0,0,1,0,1,0
6.0,3,260,4.0,10,1131,0,0,0,0,1,0,0,1,0,1,0
3.0,1,144,3.0,10,5221,1,0,0,0,0,0,0,1,0,1,0
5.0,1,149,4.0,10,1110,0,0,0,1,0,0,0,1,0,0,1
5.0,3,240,5.0,4,1389,0,0,0,0,1,0,0,1,0,1,0
4.0,4,153,3.0,10,1402,0,1,0,0,0,0,0,1,0,1,0
6.0,4,150,5.0,10,4709,0,0,1,0,0,0,0,1,0,0,1
4.0,2,171,3.0,40,1021,0,0,0,0,1,1,0,0,0,1,0
4.0,3,192,3.0,43,3498,0,0,1,0,0,0,0,1,0,1,0
0.0,4,256,4.0,10,5021,0,0,0,1,0,0,0,1,1,0,0
0.0,1,137,2.0,9,4580,0,0,1,0,0,0,0,1,0,1,0
3.0,1,217,4.0,10,5761,0,0,0,0,1,0,0,1,0,0,1
4.0,2,146,0.0,10,5871,0,0,0,0,1,0,0,1,0,1,0
7.0,1,264,4.0,10,3951,0,0,0,0,1,0,1,0,0,0,1
0.0,2,157,2.0,9,5875,1,0,0,0,0,0,1,0,0,0,1
3.0,1,169,2.0,10,1183,0,0,0,1,0,0,0,1,0,0,1
0.0,2,245,5.0,10,1668,0,0,0,0,1,1,0,0,0,0,1
5.0,1,163,3.0,4,4200,0,0,1,0,0,0,0,1,0,1,0
6.0,4,291,4.0,5,1112,0,0,1,0,0,0,0,1,0,1,0
3.0,5,167,2.0,10,4141,0,0,0,0,1,0,0,1,0,1,0
4.0,1,194,3.0,10,5804,0,1,0,0,0,0,0,1,0,0,1
0.0,5,167,0.0,5,5042,0,1,0,0,0,0,0,1,0,1,0
5.0,2,244,5.0,7,5515,0,0,0,1,0,0,0,1,0,0,1
6.0,4,241,0.0,10,3951,0,0,0,1,0,0,0,1,1,0,0
0.0,5,223,3.0,9,5279,0,0,1,0,0,0,0,1,0,0,1
6.0,1,250,0.0,10,3352,0,1,0,0,0,0,0,1,0,1,0
0.0,4,212,0.0,5,3951,0,0,0,1,0,0,0,1,0,0,1
6.0,5,282,4.0,10,1193,0,1,0,0,0,1,0,0,0,1,0
0.0,5,259,6.0,5,1382,1,0,0,0,0,0,0,1,0,1,0
3.0,1,268,4.0,10,5226,0,0,1,0,0,0,0,1,0,1,0
5.0,5,192,3.0,5,4942,0,0,0,0,1,0,0,1,0,0,1
4.0,2,135,2.0,54,3951,0,0,0,0,1,0,0,1,0,1,0
2.0,3,164,5.0,7,1243,1,0,0,0,0,0,0,1,0,1,0
2.0,5,132,3.0,10,1759,0,1,0,0,0,1,0,0,0,1,0
4.0,1,256,2.0,2,5630,0,0,0,1,0,1,0,0,0,0,1
3.0,2,213,2.0,10,2809,0,0,0,0,1,0,0,1,0,0,1
5.0,3,258,2.0,10,5371,0,0,1,0,0,0,0,1,0,1,0
3.0,1,160,3.0,5,5524,1,0,0,0,0,1,0,0,0,1,0
5.0,4,168,4.0,5,5580,0,0,1,0,0,1,0,0,0,0,1
5.0,5,147,4.0,42,1642,0,0,0,1,0,0,0,1,1,0,0
6.0,2,267,4.0,10,1935,0,0,0,1,0,0,0,1,0,0,1
4.0,3,157,7.0,3,4878,0,0,0,0,1,0,0,1,0,1,0
3.0,3,179,3.0,12,1125,0,0,0,0,1,0,0,1,0,0,1
5.0,2,248,3.0,5,5946,1,0,0,0,0,0,0,1,0,0,1
0.0,4,268,2.0,8,3951,0,1,0,0,0,0,0,1,0,0,1
2.0,5,189,5.0,10,5292,0,1,0,0,0,0,0,1,0,1,0
6.0,2,244,4.0,10,1406,0,1,0,0,0,1,0,0,0,0,1
3.0,1,230,2.0,18,2832,0,0,1,0,0,0,0,1,0,0,1
2.0,3,145,3.0,10,7588,0,0,0,0,1,0,0,1,0,0,1
4.0,3,153,7.0,4,4499,0,0,0,0,1,0,0,1,0,0,1
0.0,5,227,4.0,10,2217,0,0,0,0,1,0,0,1,0,1,0
4.0,4,218,4.0,10,4967,1,0,0,0,0,0,0,1,0,0,1
0.0,3,142,6.0,10,3951,0,0,1,0,0,0,0,1,0,0,1
6.0,3,278,4.0,10,1368,0,0,0,1,0,0,0,1,0,1,0
5.0,4,187,2.0,10,3549,1,0,0,0,0,1,0,0,0,0,1
5.0,3,234,3.0,6,3951,0,1,0,0,0,0,0,1,0,1,0
4.0,2,164,0.0,10,5008,1,0,0,0,0,0,0,1,0,1,0
7.0,4,281,4.0,10,1970,0,0,1,0,0,0,0,1,0,1,0
3.0,3,249,2.0,2,3951,0,0,0,0,1,0,0,1,0,1,0
3.0,2,138,3.0,10,1159,0,1,0,0,0,0,0,1,0,0,1
4.0,4,194,4.0,10,5024,0,0,0,0,1,0,0,1,0,1,0
0.0,4,264,3.0,59,2020,1,0,0,0,0,0,0,1,1,0,0
0.0,4,226,2.0,6,4547,0,0,0,0,1,0,1,0,0,1,0
4.0,5,177,2.0,10,1536,0,1,0,0,0,0,0,1,0,1,0
0.0,2,168,0.0,10,4653,0,0,1,0,0,0,1,0,0,1,0
4.0,4,186,0.0,10,5418,0,0,0,0,1,0,0,1,0,0,1
0.0,5,149,6.0,10,1974,1,0,0,0,0,0,1,0,0,0,1
3.0,3,198,2.0,8,4620,0,1,0,0,0,0,0,1,0,1,0
0.0,1,187,2.0,10,5064,0,0,0,0,1,0,0,1,0,1,0
3.0,5,251,3.0,10,2476,0,0,0,1,0,0,0,1,0,1,0
3.0,5,139,2.0,10,5181,0,0,0,0,1,0,0,1,0,1,0
4.0,2,257,2.0,7,3951,0,0,0,0,1,0,0,1,0,1,0
5.0,5,189,3.0,10,5554,1,0,0,0,0,0,0,1,0,1,0
5.0,3,245,4.0,8,4129,0,0,0,0,1,0,0,1,1,0,0
3.0,3,201,0.0,10,5281,0,1,0,0,0,0,0,1,1,0,0
3.0,4,204,0.0,27,2772,0,0,0,0,1,0,0,1,0,0,1
7.0,4,272,4.0,10,1805,0,0,1,0,0,0,0,1,0,1,0
0.0,5,108,10.0,10,5928,0,0,1,0,0,0,0,1,0,0,1
6.0,1,309,4.0,9,1305,0,0,0,0,1,0,0,1,0,0,1
7.0,5,267,4.0,10,1067,0,0,0,0,1,0,0,1,0,0,1
0.0,4,184,8.0,10,5235,0,0,1,0,0,0,1,0,0,1,0
5.0,5,132,3.0,3,3951,0,0,0,0,1,0,0,1,0,1,0
3.0,2,149,2.0,37,1699,1,0,0,0,0,1,0,0,0,0,1
4.0,3,260,5.0,10,1832,0,0,0,1,0,0,0,1,0,1,0
4.0,3,212,3.0,1,4518,0,0,0,0,1,0,1,0,0,1,0
0.0,5,259,3.0,10,4741,0,1,0,0,0,0,0,1,0,0,1
6.0,4,304,4.0,6,1890,0,0,0,0,1,1,0,0,0,1,0
3.0,2,233,5.0,10,2010,0,0,0,0,1,0,0,1,0,1,0
5.0,1,235,5.0,10,1059,0,1,0,0,0,1,0,0,0,0,1
0.0,3,144,7.0,10,5646,0,0,0,0,1,0,0,1,1,0,0
5.0,4,192,3.0,10,3709,0,0,0,0,1,0,0,1,0,0,1
6.0,1,215,5.0,10,4362,0,0,1,0,0,0,1,0,0,0,1
4.0,1,208,3.0,10,4592,0,0,0,1,0,0,0,1,0,0,1
5.0,1,160,2.0,10,1576,0,0,0,0,1,0,0,1,0,1,0
0.0,2,156,4.0,10,5014,0,0,1,0,0,0,0,1,0,1,0
4.0,4,264,3.0,6,5959,0,0,0,0,1,1,0,0,0,1,0
4.0,1,208,7.0,10,2193,0,0,1,0,0,0,0,1,1,0,0
0.0,1,275,5.0,10,1623,1,0,0,0,0,0,0,1,0,1,0
0.0,1,173,5.0,5,5049,0,1,0,0,0,0,0,1,0,1,0
0.0,1,201,3.0,3,4556,1,0,0,0,0,0,0,1,0,1,0
0.0,4,143,5.0,10,4393,1,0,0,0,0,0,0,1,0,0,1
4.0,3,187,4.0,10,4757,0,0,1,0,0,0,0,1,0,1,0
2.0,3,211,3.0,55,3842,1,0,0,0,0,0,1,0,0,0,1
4.0,5,226,2.0,10,5881,0,1,0,0,0,1,0,0,1,0,0
0.0,4,261,5.0,2,1409,1,0,0,0,0,0,0,1,0,1,0
0.0,1,113,3.0,10,1200,0,1,0,0,0,0,0,1,0,1,0
2.0,4,179,2.0,10,1900,0,1,0,0,0,0,0,1,0,1,0
0.0,1,191,3.0,2,5189,0,0,0,0,1,0,0,1,0,1,0
0.0,1,145,0.0,1,4346,0,0,0,1,0,1,0,0,0,0,1
0.0,5,163,4.0,49,1470,0,0,0,1,0,0,1,0,0,1,0
0.0,2,173,2.0,10,5836,0,0,0,0,1,1,0,0,0,1,0
6.0,3,134,8.0,12,1371,0,0,1,0,0,0,0,1,1,0,0
5.0,5,237,5.0,10,1593,0,0,0,0,1,0,0,1,1,0,0
4.0,2,262,6.0,10,1644,0,0,0,0,1,0,1,0,0,0,1
3.0,1,232,2.0,3,4562,0,0,0,1,0,0,0,1,0,1,0
3.0,1,157,2.0,19,1898,0,0,0,0,1,1,0,0,1,0,0
3.0,1,183,3.0,10,5849,0,0,0,0,1,0,0,1,0,0,1
4.0,3,232,5.0,8,3951,0,0,0,0,1,0,0,1,0,0,1
6.0,2,239,4.0,10,4589,0,0,1,0,0,0,1,0,0,0,1
0.0,4,176,6.0,5,4494,0,0,1,0,0,0,0,1,1,0,0
4.0,2,223,4.0,10,5709,1,0,0,0,0,0,0,1,0,1,0
3.0,1,220,4.0,7,5894,0,0,1,0,0,0,0,1,0,0,1
4.0,1,187,3.0,10,5872,0,0,1,0,0,0,1,0,0,0,1
0.0,5,192,2.0,5,3951,0,0,0,1,0,0,0,1,0,0,1
4.0,4,193,3.0,10,5090,1,0,0,0,0,1,0,0,0,1,0
4.0,2,190,0.0,10,2077,0,0,1,0,0,1,0,0,0,0,1
5.0,1,137,5.0,4,4586,0,0,0,0,1,0,0,1,0,1,0
5.0,4,147,6.0,21,1145,0,1,0,0,0,0,0,1,0,0,1
3.0,4,196,0.0,47,2447,0,0,1,0,0,1,0,0,0,1,0
3.0,4,177,3.0,10,4965,0,0,1,0,0,0,1,0,0,0,1
4.0,2,273,5.0,1,5012,0,0,1,0,0,0,0,1,0,1,0
3.0,4,188,0.0,11,3072,0,0,0,1,0,0,0,1,1,0,0
0.0,5,163,3.0,37,3951,0,0,0,0,1,0,0,1,0,0,1
5.0,2,233,7.0,8,5519,0,0,0,1,0,0,1,0,0,0,1
5.0,3,203,2.0,10,3531,0,1,0,0,0,0,0,1,0,1,0
4.0,1,237,4.0,4,4697,0,0,0,1,0,0,0,1,0,1,0
5.0,1,282,4.0,10,4766,0,1,0,0,0,0,0,1,0,1,0
0.0,1,258,3.0,10,3686,0,0,0,0,1,0,0,1,0,0,1
4.0,2,176,3.0,12,1750,0,0,0,0,1,0,0,1,0,0,1
2.0,1,155,2.0,2,5661,1,0,0,0,0,0,0,1,0,1,0
3.0,1,202,2.0,10,4412,0,0,0,0,1,1,0,0,0,0,1
4.0,3,232,3.0,11,2624,0,0,0,0,1,0,0,1,0,1,0
5.0,4,244,6.0,3,4089,0,1,0,0,0,1,0,0,1,0,0
0.0,4,266,3.0,10,4641,0,1,0,0,0,0,0,1,0,0,1
3.0,1,174,4.0,18,1072,0,1,0,0,0,0,0,1,0,1,0
3.0,4,186,4.0,10,4403,0,0,0,0,1,0,0,1,0,1,0
3.0,1,193,2.0,23,2728,0,0,0,0,1,0,0,1,0,0,1
4.0,5,186,3.0,16,2693,0,0,1,0,0,0,0,1,0,1,0
0.0,1,206,5.0,2,5766,0,0,0,0,1,0,0,1,0,0,1
3.0,5,244,2.0,8,5715,0,0,1,0,0,0,0,1,0,0,1
3.0,4,162,2.0,8,4972,0,0,0,0,1,1,0,0,0,0,1
4.0,1,241,3.0,4,4493,0,0,0,1,0,0,0,1,0,1,0
5.0,2,254,5.0,10,1030,0,0,0,0,1,0,0,1,0,0,1
0.0,3,165,3.0,10,5924,0,0,0,0,1,0,0,1,0,0,1
5.0,3,197,3.0,2,4678,1,0,0,0,0,0,0,1,0,0,1
3.0,2,216,3.0,10,4083,0,0,0,0,1,0,0,1,0,1,0
4.0,4,263,3.0,5,4193,0,0,0,0,1,0,0,1,0,0,1
3.0,2,141,2.0,7,5231,0,0,0,1,0,0,0,1,0,0,1
5.0,2,233,3.0,5,5756,0,0,0,0,1,0,0,1,0,1,0
5.0,5,227,5.0,5,1186,1,0,0,0,0,0,0,1,0,0,1
3.0,1,244,3.0,7,5140,0,0,1,0,0,0,1,0,1,0,0
3.0,3,261,0.0,4,4307,0,0,0,0,1,0,0,1,0,0,1
6.0,2,268,4.0,7,1274,0,0,0,0,1,1,0,0,0,1,0
5.0,5,106,5.0,10,1275,0,0,0,0,1,1,0,0,0,1,0
4.0,4,218,5.0,36,2995,1,0,0,0,0,0,0,1,0,0,1
4.0,5,206,2.0,10,4437,1,0,0,0,0,0,0,1,0,0,1
5.0,3,257,5.0,8,1409,0,1,0,0,0,0,0,1,0,1,0
4.0,4,257,5.0,10,1869,0,0,0,1,0,0,1,0,0,0,1
3.0,3,149,2.0,2,5311,0,0,0,0,1,1,0,0,0,0,1
4.0,3,181,3.0,10,5398,0,0,0,0,1,0,0,1,0,1,0
7.0,1,306,4.0,10,1467,1,0,0,0,0,0,0,1,0,0,1
0.0,1,224,4.0,10,3951,1,0,0,0,0,1,0,0,0,0,1
0.0,5,310,4.0,10,1975,0,0,0,0,1,0,0,1,0,1,0
3.0,5,191,3.0,17,2235,0,0,0,0,1,0,0,1,1,0,0
3.0,5,234,2.0,8,5241,0,0,0,0,1,0,0,1,0,0,1
5.0,1,173,0.0,4,4242,0,1,0,0,0,0,0,1,0,1,0
6.0,4,249,4.0,2,1516,0,1,0,0,0,0,1,0,0,1,0
4.0,5,198,6.0,6,3951,0,1,0,0,0,0,0,1,0,0,1
4.0,1,218,2.0,7,4597,0,0,0,1,0,0,0,1,0,1,0
3.0,3,247,2.0,8,4593,0,0,1,0,0,0,0,1,1,0,0
5.0,4,243,3.0,10,4420,0,0,1,0,0,0,0,1,0,0,1
0.0,2,171,2.0,6,5105,0,0,0,0,1,0,0,1,0,0,1
5.0,3,197,4.0,2,2222,1,0,0,0,0,0,0,1,0,1,0
4.0,1,274,4.0,10,2430,0,0,1,0,0,0,0,1,0,0,1
3.0,4,266,0.0,10,2779,0,0,0,0,1,0,0,1,1,0,0
3.0,1,223,2.0,8,5719,1,0,0,0,0,1,0,0,0,1,0
2.0,1,229,3.0,9,5075,0,1,0,0,0,0,0,1,0,0,1
0.0,2,151,2.0,26,1793,0,0,0,0,1,0,0,1,0,1,0
7.0,5,133,5.0,10,1544,0,0,0,0,1,1,0,0,0,1,0
2.0,2,163,3.0,10,5887,1,0,0,0,0,0,0,1,0,1,0
4.0,2,217,6.0,3,1732,1,0,0,0,0,0,0,1,0,0,1
7.0,5,253,4.0,10,3951,0,0,0,1,0,0,0,1,0,1,0
3.0,5,272,0.0,31,3951,0,1,0,0,0,0,0,1,0,0,1
3.0,3,175,3.0,45,1212,0,0,1,0,0,0,0,1,1,0,0
3.0,5,151,2.0,10,1422,0,0,0,0,1,0,0,1,0,1,0
0.0,1,237,4.0,33,3951,0,0,0,0,1,0,0,1,0,1,0
0.0,2,243,3.0,10,5415,0,0,0,0,1,0,0,1,0,1,0
5.0,2,171,3.0,10,4749,0,0,0,0,1,0,0,1,0,1,0
2.0,2,180,3.0,2,5033,0,0,1,0,0,0,0,1,0,1,0
3.0,5,157,4.0,10,4640,0,0,0,1,0,0,1,0,0,0,1
5.0,4,134,3.0,4,4908,0,0,1,0,0,0,0,1,0,0,1
3.0,3,165,0.0,3,4235,0,0,0,1,0,0,0,1,0,0,1
3.0,2,153,3.0,10,5251,0,0,0,1,0,0,1,0,0,0,1
7.0,2,284,4.0,1,1085,1,0,0,0,0,0,0,1,0,1,0
3.0,3,203,3.0,10,5440,0,0,0,0,1,0,0,1,1,0,0
3.0,3,232,3.0,9,5016,0,0,0,0,1,0,0,1,0,1,0
5.0,1,113,3.0,6,5509,0,1,0,0,0,1,0,0,0,0,1
4.0,1,224,2.0,6,3951,1,0,0,0,0,0,0,1,0,1,0
4.0,3,211,8.0,6,5583,0,1,0,0,0,0,0,1,0,0,1
0.0,3,190,5.0,8,4736,0,0,0,1,0,0,1,0,0,1,0
3.0,2,238,4.0,7,5254,0,1,0,0,0,1,0,0,0,1,0
0.0,5,166,3.0,10,1117,1,0,0,0,0,0,1,0,1,0,0
6.0,3,277,4.0,6,1433,0,0,0,1,0,1,0,0,0,0,1
3.0,5,190,10.0,10,3244,0,0,0,1,0,0,0,1,0,0,1
3.0,1,143,0.0,2,1323,0,0,1,0,0,0,0,1,0,0,1
4.0,2,253,5.0,3,3951,0,0,0,0,1,0,0,1,0,1,0
3.0,1,140,2.0,10,5253,0,1,0,0,0,0,0,1,0,1,0
4.0,3,158,6.0,10,1478,0,1,0,0,0,1,0,0,0,0,1
3.0,1,214,2.0,10,4310,0,0,0,0,1,0,0,1,1,0,0
4.0,2,195,5.0,9,5178,0,1,0,0,0,0,0,1,0,0,1
3.0,5,166,0.0,45,1665,0,0,0,0,1,0,0,1,0,1,0
2.0,2,242,3.0,9,4717,0,0,1,0,0,0,0,1,1,0,0
4.0,3,187,3.0,10,2207,0,0,0,1,0,0,0,1,0,1,0
4.0,4,160,3.0,1,3951,0,0,0,1,0,0,0,1,0,1,0
4.0,5,239,5.0,10,1336,0,0,0,1,0,0,0,1,0,1,0
0.0,5,234,5.0,9,3951,0,0,0,1,0,0,0,1,0,0,1
4.0,5,234,3.0,3,5438,1,0,0,0,0,0,0,1,0,1,0
0.0,2,192,3.0,10,5578,0,0,1,0,0,0,0,1,0,1,0
6.0,5,244,4.0,10,1185,0,0,0,1,0,0,0,1,0,0,1
4.0,2,252,3.0,10,5782,0,0,0,0,1,0,0,1,0,0,1
3.0,4,252,2.0,6,4040,0,0,1,0,0,0,0,1,0,0,1
3.0,5,268,2.0,5,1707,0,0,0,0,1,0,1,0,0,0,1
3.0,2,209,3.0,10,3001,0,0,0,0,1,0,0,1,0,0,1
4.0,1,218,5.0,5,1238,0,1,0,0,0,0,1,0,0,1,0
3.0,1,267,0.0,57,3257,0,0,0,0,1,0,1,0,0,1,0
6.0,4,262,4.0,10,1068,0,0,1,0,0,0,1,0,0,1,0
5.0,2,217,2.0,10,4120,0,0,0,0,1,0,0,1,0,0,1
3.0,3,227,2.0,24,2749,0,0,0,1,0,1,0,0,0,0,1
3.0,4,156,3.0,7,4636,0,0,0,1,0,0,0,1,0,0,1
0.0,3,214,2.0,10,4185,0,0,0,0,1,0,1,0,0,0,1
3.0,5,174,3.0,10,5672,0,1,0,0,0,0,0,1,0,1,0
4.0,2,235,5.0,8,1021,0,0,0,1,0,0,0,1,0,1,0
2.0,4,221,3.0,10,4076,0,0,1,0,0,0,0,1,0,1,0
4.0,2,217,2.0,10,5539,0,0,0,1,0,0,0,1,0,1,0
4.0,4,220,10.0,7,4598,0,0,0,0,1,1,0,0,0,0,1
0.0,3,218,5.0,10,1024,0,1,0,0,0,0,0,1,0,0,1
4.0,5,194,2.0,1,5300,0,0,0,0,1,0,0,1,0,1,0
3.0,1,107,3.0,13,1861,0,1,0,0,0,1,0,0,1,0,0
0.0,5,301,5.0,10,1443,0,0,0,0,1,0,0,1,0,1,0
3.0,2,212,2.0,10,3776,0,0,0,0,1,0,1,0,0,0,1
0.0,4,136,0.0,2,4524,0,0,0,0,1,1,0,0,0,0,1
4.0,3,248,2.0,2,4700,0,0,0,0,1,0,0,1,0,0,1
0.0,3,281,4.0,10,1215,1,0,0,0,0,0,0,1,0,1,0
4.0,4,223,10.0,24,3951,0,0,0,1,0,0,0,1,0,1,0
3.0,4,176,3.0,4,1095,1,0,0,0,0,0,1,0,0,1,0
7.0,4,282,5.0,5,3951,0,0,1,0,0,0,0,1,0,1,0
7.0,2,281,4.0,10,1118,0,0,1,0,0,0,0,1,0,1,0
3.0,4,167,3.0,10,1420,1,0,0,0,0,0,0,1,0,1,0
4.0,5,224,10.0,7,3951,0,0,1,0,0,0,0,1,0,0,1
3.0,4,238,2.0,3,4930,0,1,0,0,0,0,0,1,0,0,1
3.0,5,189,2.0,8,4567,0,1,0,0,0,0,0,1,0,1,0
5.0,5,158,3.0,47,3951,0,0,1,0,0,0,0,1,0,0,1
4.0,5,261,3.0,10,4954,1,0,0,0,0,0,1,0,1,0,0
5.0,4,160,3.0,10,5876,0,0,0,0,1,0,0,1,1,0,0
6.0,1,224,3.0,10,3951,0,0,0,0,1,0,0,1,0,0,1
0.0,2,191,5.0,1,3951,0,0,0,0,1,0,1,0,0,1,0
3.0,2,146,3.0,4,5846,0,0,1,0,0,1,0,0,1,0,0
3.0,4,202,0.0,10,5169,0,0,0,0,1,1,0,0,0,0,1
0.0,4,209,6.0,7,4852,0,0,0,0,1,1,0,0,0,1,0
0.0,3,235,2.0,10,3358,0,0,1,0,0,1,0,0,0,0,1
4.0,3,225,2.0,10,4169,0,0,0,1,0,0,0,1,0,0,1
2.0,5,278,4.0,10,3416,0,0,0,0,1,0,0,1,0,1,0
3.0,2,226,0.0,45,1446,0,0,0,0,1,0,0,1,0,0,1
0.0,2,246,0.0,10,3617,0,0,0,1,0,0,0,1,0,1,0
3.0,1,140,2.0,10,1435,0,0,0,0,1,0,1,0,0,1,0
0.0,4,155,3.0,10,5718,1,0,0,0,0,0,0,1,0,0,1
2.0,3,142,3.0,46,1694,1,0,0,0,0,1,0,0,0,1,0
4.0,4,198,2.0,2,5725,0,1,0,0,0,0,0,1,0,0,1
4.0,2,170,6.0,10,4891,0,0,0,0,1,0,0,1,0,0,1
3.0,4,213,3.0,10,5996,0,0,0,0,1,0,0,1,1,0,0
3.0,2,183,4.0,10,2414,0,1,0,0,0,0,0,1,0,1,0
0.0,2,259,5.0,6,1827,0,0,0,0,1,0,0,1,0,1,0
3.0,3,141,2.0,2,5923,0,0,1,0,0,0,1,0,0,1,0
5.0,1,206,2.0,10,3490,0,0,1,0,0,1,0,0,0,1,0
4.0,5,243,2.0,10,2686,0,0,0,1,0,0,0,1,0,1,0
2.0,1,248,6.0,2,5182,0,0,1,0,0,0,0,1,0,1,0
2.0,2,152,3.0,61,3951,1,0,0,0,0,0,1,0,0,1,0
4.0,3,208,2.0,10,5826,0,0,1,0,0,0,0,1,0,0,1
3.0,1,209,0.0,10,4855,0,0,1,0,0,0,0,1,0,1,0
0.0,5,115,5.0,26,1692,0,0,0,0,1,0,0,1,0,1,0
2.0,4,181,6.0,10,3605,0,0,0,0,1,0,0,1,0,0,1
0.0,3,301,4.0,1,1966,0,0,1,0,0,0,0,1,0,0,1
4.0,5,151,4.0,3,5470,0,0,1,0,0,0,0,1,0,0,1
0.0,4,163,3.0,3,4185,1,0,0,0,0,0,0,1,0,1,0
4.0,4,207,3.0,10,4533,0,0,1,0,0,0,0,1,0,1,0
4.0,1,223,3.0,10,4972,0,0,0,0,1,0,0,1,0,0,1
3.0,3,166,2.0,8,5871,0,0,0,0,1,0,0,1,0,0,1
7.0,4,291,4.0,10,1248,0,1,0,0,0,0,0,1,1,0,0
5.0,5,269,0.0,5,1742,0,0,0,0,1,0,0,1,0,1,0
6.0,5,257,4.0,10,1957,0,0,0,0,1,0,0,1,0,0,1
0.0,1,156,2.0,10,5225,0,0,1,0,0,1,0,0,0,0,1
3.0,4,255,4.0,12,2266,0,1,0,0,0,0,0,1,0,1,0
